Orthogroup	PCC_6303	336-3
OG0002471	WP_015200877.1	WP_035156563.1
OG0002472	WP_015200878.1	WP_035156565.1
OG0002473	WP_015200879.1	WP_035156568.1
OG0002474	WP_015200880.1	WP_035156570.1
OG0002475	WP_015200881.1	WP_035156572.1
OG0002476	WP_015200882.1	WP_035156574.1
OG0002477	WP_015200883.1	WP_035156580.1
OG0002478	WP_015200066.1	WP_035156589.1
OG0002479	WP_041739856.1	WP_035156590.1
OG0002480	WP_015200064.1	WP_035156592.1
OG0002481	WP_238993726.1	WP_035156595.1
OG0002482	WP_015196458.1	WP_035156603.1
OG0002483	WP_015198574.1	WP_035156605.1
OG0002484	WP_015198575.1	WP_035156607.1
OG0002485	WP_015198579.1	WP_035156613.1
OG0002486	WP_015198580.1	WP_035156615.1
OG0002487	WP_015200255.1	WP_035156617.1
OG0002488	WP_015196206.1	WP_035156621.1
OG0002489	WP_015199363.1	WP_035156637.1
OG0002490	WP_015196959.1	WP_035156645.1
OG0002491	WP_015196315.1	WP_035156653.1
OG0002492	WP_015196314.1	WP_035156655.1
OG0002493	WP_015196313.1	WP_035156656.1
OG0002494	WP_015199098.1	WP_035156662.1
OG0002495	WP_015199050.1	WP_035156664.1
OG0002496	WP_015199049.1	WP_035156666.1
OG0002497	WP_015199234.1	WP_035156671.1
OG0002498	WP_015198980.1	WP_035156674.1
OG0002499	WP_015197090.1	WP_035156681.1
OG0002500	WP_015200775.1	WP_035156692.1
OG0002501	WP_041739983.1	WP_035156695.1
OG0002502	WP_015201039.1	WP_035156701.1
OG0002503	WP_015200658.1	WP_035156709.1
OG0002504	WP_015200657.1	WP_035156712.1
OG0002505	WP_015199059.1	WP_035156717.1
OG0002506	WP_015199060.1	WP_035156719.1
OG0002507	WP_015200815.1	WP_035156721.1
OG0002508	WP_083866344.1	WP_035156723.1
OG0002509	WP_015198703.1	WP_035156726.1
OG0002510	WP_015198704.1	WP_035156728.1
OG0002511	WP_015199627.1	WP_035156732.1
OG0002512	WP_015196591.1	WP_035156735.1
OG0002513	WP_015199169.1	WP_035156737.1
OG0002514	WP_015199168.1	WP_035156739.1
OG0002515	WP_015199502.1	WP_035156744.1
OG0002516	WP_015196532.1	WP_035156747.1
OG0002517	WP_015199935.1	WP_035156750.1
OG0002518	WP_015199936.1	WP_035156753.1
OG0002519	WP_015199937.1	WP_035156755.1
OG0002520	WP_015199938.1	WP_035156757.1
OG0002521	WP_015196499.1	WP_035156763.1
OG0002522	WP_015196500.1	WP_035156765.1
OG0002523	WP_015201064.1	WP_035156767.1
OG0002524	WP_041740030.1	WP_035156769.1
OG0002525	WP_015201062.1	WP_035156771.1
OG0002526	WP_015199067.1	WP_035156783.1
OG0002527	WP_015199063.1	WP_035156790.1
OG0002528	WP_015199543.1	WP_035156801.1
OG0002529	WP_015200791.1	WP_035156803.1
OG0002530	WP_015196967.1	WP_035156805.1
OG0002531	WP_015200792.1	WP_035156808.1
OG0002532	WP_015200553.1	WP_035156816.1
OG0002533	WP_015196482.1	WP_035156819.1
OG0002534	WP_015196622.1	WP_035156820.1
OG0002535	WP_015198536.1	WP_035156824.1
OG0002536	WP_015198537.1	WP_035156825.1
OG0002537	WP_041740688.1	WP_035156827.1
OG0002538	WP_015199703.1	WP_035156828.1
OG0002539	WP_015199704.1	WP_035156829.1
OG0002540	WP_015200556.1	WP_035156837.1
OG0002541	WP_015200555.1	WP_035156841.1
OG0002542	WP_015198532.1	WP_035156844.1
OG0002543	WP_015197321.1	WP_035156847.1
OG0002544	WP_015195916.1	WP_035156853.1
OG0002545	WP_015195915.1	WP_035156855.1
OG0002546	WP_015196303.1	WP_035156862.1
OG0002547	WP_015200195.1	WP_035156880.1
OG0002548	WP_015200194.1	WP_035156883.1
OG0002549	WP_015200193.1	WP_035156885.1
OG0002550	WP_015196562.1	WP_035156887.1
OG0002551	WP_015196563.1	WP_035156890.1
OG0002552	WP_015196565.1	WP_035156893.1
OG0002553	WP_015197313.1	WP_035156903.1
OG0002554	WP_015199173.1	WP_035156906.1
OG0002555	WP_015199346.1	WP_035156910.1
OG0002556	WP_015197608.1	WP_035156914.1
OG0002557	WP_015199343.1	WP_035156920.1
OG0002558	WP_015199340.1	WP_035156924.1
OG0002559	WP_085953335.1	WP_035156927.1
OG0002560	WP_015196540.1	WP_035156929.1
OG0002561	WP_015196541.1	WP_035156931.1
OG0002562	WP_015196542.1	WP_035156933.1
OG0002563	WP_015196543.1	WP_035156935.1
OG0002564	WP_015199961.1	WP_035156939.1
OG0002565	WP_015199545.1	WP_035156946.1
OG0002566	WP_015200790.1	WP_035156948.1
OG0002567	WP_015200789.1	WP_035156951.1
OG0002568	WP_015200788.1	WP_035156954.1
OG0002569	WP_015198653.1	WP_035156957.1
OG0002570	WP_015196556.1	WP_035156961.1
OG0002571	WP_015196555.1	WP_035156963.1
OG0002572	WP_015199415.1	WP_035156966.1
OG0002573	WP_015199416.1	WP_035156969.1
OG0002574	WP_015198740.1	WP_035156971.1
OG0002575	WP_015200262.1	WP_035156975.1
OG0002576	WP_015200261.1	WP_035156977.1
OG0002577	WP_041740241.1	WP_035156994.1
OG0002578	WP_015199322.1	WP_035157002.1
OG0002579	WP_015200111.1	WP_035157040.1
OG0002580	WP_015197575.1	WP_035157042.1
OG0002581	WP_015195861.1	WP_035157050.1
OG0002582	WP_015195862.1	WP_035157052.1
OG0002583	WP_015198570.1	WP_035157054.1
OG0002584	WP_015198569.1	WP_035157055.1
OG0002585	WP_015198568.1	WP_035157057.1
OG0002586	WP_015198567.1	WP_035157058.1
OG0002587	WP_015199056.1	WP_035157059.1
OG0002588	WP_015200184.1	WP_035157061.1
OG0002589	WP_015201053.1	WP_035157066.1
OG0002590	WP_015199579.1	WP_035157069.1
OG0002591	WP_015199580.1	WP_035157071.1
OG0002592	WP_015199676.1	WP_035157080.1
OG0002593	WP_015199677.1	WP_035157082.1
OG0002594	WP_015200185.1	WP_035157086.1
OG0002595	WP_041740865.1	WP_035157088.1
OG0002596	WP_015200189.1	WP_035157097.1
OG0002597	WP_015200190.1	WP_035157101.1
OG0002598	WP_015197213.1	WP_035157106.1
OG0002599	WP_015198508.1	WP_035157109.1
OG0002600	WP_015200549.1	WP_035157117.1
OG0002601	WP_015198512.1	WP_035157122.1
OG0002602	WP_015198510.1	WP_035157124.1
OG0002603	WP_015196230.1	WP_035157125.1
OG0002604	WP_015196229.1	WP_035157126.1
OG0002605	WP_015196228.1	WP_035157128.1
OG0002606	WP_015196226.1	WP_035157133.1
OG0002607	WP_015196225.1	WP_035157136.1
OG0002608	WP_015196221.1	WP_035157141.1
OG0002609	WP_144051079.1	WP_035157146.1
OG0002610	WP_015199933.1	WP_035157147.1
OG0002612	WP_015197557.1	WP_035157154.1
OG0002613	WP_041740792.1	WP_035157157.1
OG0002614	WP_015199576.1	WP_035157159.1
OG0002615	WP_041740791.1	WP_035157161.1
OG0002616	WP_015200347.1	WP_035157165.1
OG0002617	WP_041739116.1	WP_035157167.1
OG0002618	WP_015199822.1	WP_035157170.1
OG0002619	WP_015198922.1	WP_035157173.1
OG0002620	WP_015198921.1	WP_035157175.1
OG0002621	WP_015198800.1	WP_035157179.1
OG0002622	WP_015198799.1	WP_035157181.1
OG0002623	WP_015196598.1	WP_035157200.1
OG0002624	WP_015200756.1	WP_035157216.1
OG0002625	WP_015199841.1	WP_035157218.1
OG0002626	WP_015199914.1	WP_035157225.1
OG0002627	WP_015200241.1	WP_035157237.1
OG0002628	WP_041739892.1	WP_035157239.1
OG0002629	WP_015195924.1	WP_035157242.1
OG0002630	WP_015199465.1	WP_035157249.1
OG0002631	WP_015199464.1	WP_035157251.1
OG0002632	WP_015199463.1	WP_035157253.1
OG0002633	WP_015199615.1	WP_035157265.1
OG0002634	WP_015200808.1	WP_035157271.1
OG0002635	WP_015200809.1	WP_035157274.1
OG0002636	WP_015200277.1	WP_035157281.1
OG0002637	WP_015196492.1	WP_035157296.1
OG0002638	WP_015196493.1	WP_035157299.1
OG0002639	WP_015200654.1	WP_035157301.1
OG0002640	WP_015198989.1	WP_035157302.1
OG0002641	WP_015198988.1	WP_035157304.1
OG0002642	WP_015195890.1	WP_035157308.1
OG0002643	WP_015196627.1	WP_035157317.1
OG0002644	WP_015200024.1	WP_035157319.1
OG0002645	WP_015197318.1	WP_035157322.1
OG0002646	WP_015195925.1	WP_035157326.1, WP_035159830.1
OG0002647	WP_015196782.1	WP_035157328.1
OG0002648	WP_015196783.1	WP_035157331.1
OG0002649	WP_015200665.1	WP_035157337.1
OG0002650	WP_015200666.1	WP_035157340.1
OG0002651	WP_015200214.1	WP_035157345.1
OG0002652	WP_015199818.1	WP_035157347.1
OG0002653	WP_015200215.1	WP_035157349.1
OG0002654	WP_041739916.1	WP_035157350.1
OG0002655	WP_015196519.1	WP_035157352.1
OG0002656	WP_015195820.1	WP_035157356.1
OG0002657	WP_015200026.1	WP_035157360.1
OG0002658	WP_041739851.1	WP_035157363.1
OG0002659	WP_015196252.1	WP_035157367.1
OG0002660	WP_015196250.1	WP_035157369.1
OG0002661	WP_015195800.1	WP_035157373.1
OG0002662	WP_015200342.1	WP_035157378.1
OG0002663	WP_015197127.1	WP_035157385.1
OG0002664	WP_015199641.1	WP_035157399.1
OG0002665	WP_015199642.1	WP_035157401.1
OG0002666	WP_015197449.1	WP_035157403.1
OG0002667	WP_015197448.1	WP_035157405.1
OG0002668	WP_015197447.1	WP_035157407.1
OG0002669	WP_015197446.1	WP_035157410.1
OG0002670	WP_015197423.1	WP_035157414.1
OG0002671	WP_015199558.1	WP_035157421.1
OG0002672	WP_015199557.1	WP_035157424.1
OG0002673	WP_015199555.1	WP_035157430.1
OG0002674	WP_015199554.1	WP_035157433.1
OG0002675	WP_083866333.1	WP_035157436.1
OG0002676	WP_015196489.1	WP_035157454.1
OG0002677	WP_015200835.1	WP_035157458.1
OG0002678	WP_015198948.1	WP_035157460.1
OG0002679	WP_015198946.1	WP_035157462.1
OG0002680	WP_015201050.1	WP_035157471.1
OG0002681	WP_041740024.1	WP_035157473.1
OG0002682	WP_015200652.1	WP_035157475.1
OG0002683	WP_015200653.1	WP_035157479.1
OG0002684	WP_015199501.1	WP_035157483.1
OG0002685	WP_015199767.1	WP_035157489.1
OG0002686	WP_015199768.1	WP_035157490.1
OG0002687	WP_015197266.1	WP_035157495.1
OG0002688	WP_203225963.1	WP_035157497.1
OG0002689	WP_015197268.1	WP_035157500.1
OG0002690	WP_015197269.1	WP_035157503.1
OG0002691	WP_015197270.1	WP_035157506.1
OG0002692	WP_015197271.1	WP_035157508.1
OG0002693	WP_015197272.1	WP_035157511.1
OG0002694	WP_015197273.1	WP_035157513.1
OG0002695	WP_015199950.1	WP_035157517.1
OG0002696	WP_015196219.1	WP_035157526.1
OG0002697	WP_015200404.1	WP_035157531.1
OG0002698	WP_015199351.1	WP_035157537.1
OG0002699	WP_041740856.1	WP_035157539.1
OG0002700	WP_015200099.1	WP_035157542.1
OG0002701	WP_015200079.1	WP_035157548.1
OG0002702	WP_015196409.1	WP_035157555.1
OG0002703	WP_015198683.1	WP_035157568.1
OG0002704	WP_015198657.1	WP_035157626.1
OG0002705	WP_041739623.1	WP_035157627.1
OG0002706	WP_015199319.1	WP_035157629.1
OG0002707	WP_015199320.1	WP_035157631.1
OG0002708	WP_015200182.1	WP_035157634.1
OG0002709	WP_015195833.1	WP_035157637.1
OG0002710	WP_015195834.1	WP_035157639.1
OG0002711	WP_015200929.1	WP_035157658.1
OG0002712	WP_015196918.1	WP_035157668.1
OG0002713	WP_015200655.1	WP_035157673.1
OG0002714	WP_041740338.1	WP_035157675.1
OG0002715	WP_015198698.1	WP_035157682.1
OG0002716	WP_041740625.1	WP_035157685.1
OG0002717	WP_015198695.1	WP_035157688.1
OG0002718	WP_015198694.1	WP_035157690.1
OG0002719	WP_015197225.1	WP_035157696.1
OG0002720	WP_015197223.1	WP_035157702.1
OG0002721	WP_015200191.1	WP_035157707.1
OG0002722	WP_015196561.1	WP_035157709.1
OG0002723	WP_015196560.1	WP_035157712.1
OG0002724	WP_015196559.1	WP_035157715.1
OG0002725	WP_015195836.1	WP_035157735.1
OG0002726	WP_015200956.1	WP_035157745.1
OG0002727	WP_015200269.1	WP_035157747.1
OG0002728	WP_015200268.1	WP_035157752.1
OG0002729	WP_015200267.1	WP_035157755.1
OG0002730	WP_015200314.1	WP_035157766.1
OG0002731	WP_015199228.1	WP_035157771.1
OG0002732	WP_015199881.1	WP_035157778.1
OG0002733	WP_015200558.1	WP_035157781.1
OG0002734	WP_015199068.1	WP_035157790.1
OG0002735	WP_015199070.1	WP_035157796.1
OG0002736	WP_015199071.1	WP_035157799.1
OG0002737	WP_015196254.1	WP_035157802.1
OG0002738	WP_015198522.1	WP_035157807.1
OG0002739	WP_015198519.1	WP_035157810.1
OG0002740	WP_015198849.1	WP_035157817.1
OG0002741	WP_015198840.1	WP_035157820.1
OG0002742	WP_015198839.1	WP_035157823.1
OG0002743	WP_015198837.1	WP_035157825.1
OG0002744	WP_085953343.1	WP_035157829.1
OG0002745	WP_015195891.1	WP_035157831.1
OG0002746	WP_015198597.1	WP_035157833.1
OG0002747	WP_015200585.1	WP_035157840.1
OG0002748	WP_085953321.1	WP_035157844.1
OG0002749	WP_015196467.1	WP_035157847.1
OG0002750	WP_015199836.1	WP_035157853.1
OG0002751	WP_015198808.1	WP_035157855.1
OG0002752	WP_015198810.1	WP_035157859.1
OG0002753	WP_015196378.1	WP_035157870.1
OG0002754	WP_015199778.1	WP_035157875.1
OG0002755	WP_015195784.1	WP_035157893.1
OG0002756	WP_015195785.1	WP_035157897.1
OG0002757	WP_015195786.1	WP_035157900.1
OG0002759	WP_015195788.1	WP_035157908.1
OG0002760	WP_015195789.1	WP_035157911.1
OG0002761	WP_144051086.1	WP_035157912.1
OG0002762	WP_015195791.1	WP_035157914.1
OG0002763	WP_015198557.1	WP_035157916.1
OG0002764	WP_015197620.1	WP_035157925.1
OG0002765	WP_015201048.1	WP_035157930.1
OG0002766	WP_015200612.1	WP_035157932.1
OG0002767	WP_015200613.1	WP_035157935.1
OG0002768	WP_015198627.1	WP_035157945.1
OG0002769	WP_015198626.1	WP_035157948.1
OG0002770	WP_015198625.1	WP_035157949.1
OG0002771	WP_015198624.1	WP_035157952.1
OG0002772	WP_015199888.1	WP_035157954.1
OG0002773	WP_015199887.1	WP_035157957.1
OG0002774	WP_015199886.1	WP_035157961.1
OG0002775	WP_015199884.1	WP_035157964.1
OG0002776	WP_015196944.1	WP_035157969.1
OG0002777	WP_015195975.1	WP_035157970.1
OG0002778	WP_015195974.1	WP_035157971.1
OG0002779	WP_015195973.1	WP_035157976.1
OG0002780	WP_015195972.1	WP_035157978.1
OG0002781	WP_015195971.1	WP_035157980.1
OG0002782	WP_015195970.1	WP_035157981.1
OG0002783	WP_015195969.1	WP_035157983.1
OG0002784	WP_015195968.1	WP_035157985.1
OG0002785	WP_015195967.1	WP_035157987.1
OG0002787	WP_015195999.1	WP_035157995.1
OG0002788	WP_015196130.1	WP_035157999.1
OG0002789	WP_015196132.1	WP_035158001.1
OG0002790	WP_015196876.1	WP_035158009.1
OG0002791	WP_015196877.1	WP_035158011.1
OG0002792	WP_015196947.1	WP_035158013.1
OG0002793	WP_015199235.1	WP_035158017.1
OG0002794	WP_015200948.1	WP_035158019.1
OG0002795	WP_015200947.1	WP_035158021.1
OG0002796	WP_238993748.1	WP_035158022.1
OG0002797	WP_015199582.1	WP_035158025.1
OG0002798	WP_015197000.1	WP_035158027.1
OG0002799	WP_015196193.1	WP_035158028.1
OG0002800	WP_015197639.1	WP_035158031.1
OG0002801	WP_015197640.1	WP_035158033.1
OG0002802	WP_015195888.1	WP_035158034.1
OG0002803	WP_041740695.1	WP_035158038.1
OG0002804	WP_041738895.1	WP_035158041.1
OG0002805	WP_015195911.1	WP_035158042.1
OG0002806	WP_015195910.1	WP_035158044.1
OG0002807	WP_015195909.1	WP_035158048.1
OG0002808	WP_015195908.1	WP_035158050.1
OG0002809	WP_015196958.1	WP_035158061.1
OG0002810	WP_015200248.1	WP_035158063.1
OG0002811	WP_015200782.1	WP_035158065.1
OG0002812	WP_015200783.1	WP_035158066.1
OG0002813	WP_015200784.1	WP_035158067.1
OG0002814	WP_015200416.1	WP_035158069.1
OG0002815	WP_015196271.1	WP_035158071.1
OG0002816	WP_015196983.1	WP_035158072.1
OG0002817	WP_041740298.1	WP_035158074.1
OG0002818	WP_015198807.1	WP_035158078.1
OG0002819	WP_015198803.1	WP_035158080.1
OG0002820	WP_015200842.1	WP_035158081.1
OG0002821	WP_015200843.1	WP_035158082.1
OG0002822	WP_015200475.1	WP_035158086.1
OG0002823	WP_015200476.1	WP_035158087.1
OG0002824	WP_015200477.1	WP_035158088.1
OG0002825	WP_015200478.1	WP_035158089.1
OG0002826	WP_015200479.1	WP_035158090.1
OG0002827	WP_015200480.1	WP_035158091.1
OG0002828	WP_041739937.1	WP_035158092.1
OG0002829	WP_015197618.1	WP_035158093.1
OG0002830	WP_015197619.1	WP_035158094.1
OG0002831	WP_015199789.1	WP_035158097.1
OG0002832	WP_015199757.1	WP_035158099.1
OG0002833	WP_015201092.1	WP_035158101.1
OG0002835	WP_041739766.1	WP_035158112.1
OG0002836	WP_015199408.1	WP_035158113.1
OG0002837	WP_015199409.1	WP_035158114.1
OG0002838	WP_015199410.1	WP_035158115.1
OG0002839	WP_015196195.1	WP_035158120.1
OG0002840	WP_015195798.1	WP_035158122.1
OG0002841	WP_015195799.1	WP_035158123.1
OG0002842	WP_015199882.1	WP_035158125.1
OG0002843	WP_041740668.1	WP_035158130.1
OG0002844	WP_015197249.1	WP_035158132.1
OG0002845	WP_015200495.1	WP_035158134.1
OG0002846	WP_015200410.1	WP_035158139.1
OG0002847	WP_015199908.1	WP_035158143.1
OG0002848	WP_015199907.1	WP_035158144.1
OG0002849	WP_015199906.1	WP_035158145.1
OG0002850	WP_015200724.1	WP_035158153.1
OG0002851	WP_015197303.1	WP_035158154.1
OG0002852	WP_015199951.1	WP_035158156.1
OG0002853	WP_015197532.1	WP_035158158.1
OG0002854	WP_015197531.1	WP_035158159.1
OG0002855	WP_015200949.1	WP_035158162.1
OG0002856	WP_015200958.1	WP_035158163.1
OG0002857	WP_015200988.1	WP_035158166.1
OG0002858	WP_015198895.1	WP_035158173.1
OG0002859	WP_015197431.1	WP_035158178.1
OG0002860	WP_015197430.1	WP_035158179.1
OG0002861	WP_015197429.1	WP_035158180.1
OG0002862	WP_015197428.1	WP_035158181.1
OG0002863	WP_015197427.1	WP_035158182.1
OG0002864	WP_015198628.1	WP_035158183.1
OG0002865	WP_015197471.1	WP_035158184.1
OG0002866	WP_015198897.1	WP_035158186.1
OG0002867	WP_015198898.1	WP_035158187.1
OG0002868	WP_041739704.1	WP_035158188.1
OG0002869	WP_015196350.1	WP_035158189.1
OG0002870	WP_015196352.1	WP_035158190.1
OG0002871	WP_015195797.1	WP_035158192.1
OG0002872	WP_015196435.1	WP_035158194.1
OG0002873	WP_015200908.1	WP_035158196.1
OG0002874	WP_015197250.1	WP_035158197.1
OG0002875	WP_015200038.1	WP_035158198.1
OG0002876	WP_015200039.1	WP_035158199.1
OG0002877	WP_015199460.1	WP_035158200.1
OG0002878	WP_015200082.1	WP_035158203.1
OG0002879	WP_015195867.1	WP_035158205.1
OG0002880	WP_015198504.1	WP_035158207.1
OG0002881	WP_015200750.1	WP_035158209.1
OG0002882	WP_015196890.1	WP_035158214.1
OG0002883	WP_015199485.1	WP_035158219.1
OG0002884	WP_015196854.1	WP_035158236.1
OG0002885	WP_015196991.1	WP_035158252.1
OG0002886	WP_015197345.1	WP_035158253.1
OG0002887	WP_015199945.1	WP_035158261.1
OG0002888	WP_015199769.1	WP_035158278.1
OG0002889	WP_015200050.1	WP_035158279.1
OG0002890	WP_015200429.1	WP_035158281.1
OG0002891	WP_238993697.1	WP_035158283.1
OG0002893	WP_015196871.1	WP_035158323.1
OG0002894	WP_015196681.1	WP_035158351.1
OG0002895	WP_015200042.1	WP_035158355.1
OG0002896	WP_015196960.1	WP_035158370.1
OG0002897	WP_015196961.1	WP_035158372.1
OG0002898	WP_015198962.1	WP_035158403.1
OG0002899	WP_015200282.1	WP_035158405.1
OG0002900	WP_015199671.1	WP_035158406.1
OG0002901	WP_051036821.1	WP_035158408.1
OG0002902	WP_015199367.1	WP_035158411.1
OG0002903	WP_015199385.1	WP_035158417.1
OG0002904	WP_015199303.1	WP_035158419.1
OG0002905	WP_015196755.1	WP_035158421.1
OG0002906	WP_015200134.1	WP_035158445.1
OG0002907	WP_015200839.1	WP_035158446.1
OG0002908	WP_015200470.1	WP_035158447.1
OG0002909	WP_015199146.1	WP_035158451.1
OG0002910	WP_083866327.1	WP_035158459.1
OG0002911	WP_083866375.1	WP_035158461.1
OG0002912	WP_015199794.1	WP_035158475.1
OG0002913	WP_015200341.1	WP_035158486.1
OG0002914	WP_041740943.1	WP_035158493.1
OG0002915	WP_015199505.1	WP_035158504.1
OG0002916	WP_041740724.1	WP_035158506.1
OG0002917	WP_015199649.1	WP_035158511.1
OG0002918	WP_015200419.1	WP_035158514.1
OG0002919	WP_015196697.1	WP_035158516.1
OG0002920	WP_015197810.1	WP_035158525.1
OG0002921	WP_041740835.1	WP_035158540.1
OG0002922	WP_015199233.1	WP_035158542.1
OG0002923	WP_015200393.1	WP_035158548.1
OG0002924	WP_015197106.1, WP_041740222.1	WP_035158552.1
OG0002925	WP_015200220.1	WP_035158561.1
OG0002926	WP_015198554.1	WP_035158567.1
OG0002927	WP_015200249.1	WP_035158570.1
OG0002928	WP_015200316.1	WP_035158601.1
OG0002929	WP_041739836.1	WP_035158604.1
OG0002931	WP_015197067.1	WP_035158754.1
OG0002932	WP_238993706.1	WP_035158849.1
OG0002933	WP_015199329.1	WP_035158873.1
OG0002934	WP_041740325.1	WP_035158882.1
OG0002935	WP_015197832.1	WP_035158885.1
OG0002936	WP_051036777.1	WP_035158900.1
OG0002937	WP_015197372.1	WP_035158903.1
OG0002938	WP_015196369.1	WP_035158907.1
OG0002939	WP_041740380.1	WP_035158925.1
OG0002940	WP_015199286.1	WP_035158933.1
OG0002941	WP_015196715.1	WP_035158936.1
OG0002942	WP_015200635.1	WP_035158944.1
OG0002943	WP_015200633.1	WP_035158945.1
OG0002944	WP_015200798.1	WP_035158952.1
OG0002945	WP_015200802.1	WP_035158954.1
OG0002946	WP_015200053.1	WP_035158969.1
OG0002947	WP_041740882.1	WP_035158975.1
OG0002948	WP_238993842.1	WP_035159045.1
OG0002949	WP_015200168.1	WP_035159048.1
OG0002950	WP_015201070.1	WP_035159059.1
OG0002951	WP_015200362.1	WP_035159098.1
OG0002952	WP_015197138.1	WP_035159102.1
OG0002953	WP_041740006.1	WP_035159115.1
OG0002954	WP_015198476.1	WP_035159121.1
OG0002955	WP_015196533.1	WP_035159123.1
OG0002956	WP_015195904.1	WP_035159128.1
OG0002957	WP_015197343.1	WP_035159129.1
OG0002958	WP_015200085.1	WP_035159136.1
OG0002959	WP_015200086.1	WP_035159138.1
OG0002960	WP_015200115.1	WP_035159152.1
OG0002961	WP_015199507.1	WP_035159154.1
OG0002962	WP_015198984.1	WP_035159159.1
OG0002963	WP_015199971.1	WP_035159163.1
OG0002964	WP_015200183.1	WP_035159196.1
OG0002965	WP_015200213.1	WP_035159198.1
OG0002966	WP_015198789.1	WP_035159199.1
OG0002967	WP_015199540.1	WP_035159207.1
OG0002968	WP_041739883.1	WP_035159217.1
OG0002969	WP_041740252.1	WP_035159223.1
OG0002970	WP_015197794.1	WP_035159224.1
OG0002971	WP_015200308.1	WP_035159226.1
OG0002972	WP_015200305.1	WP_035159227.1
OG0002973	WP_015199921.1	WP_035159233.1
OG0002974	WP_041739300.1	WP_035159238.1
OG0002975	WP_015196577.1	WP_035159252.1
OG0002976	WP_015196749.1	WP_035159262.1
OG0002977	WP_015197410.1	WP_035159263.1
OG0002978	WP_015199833.1	WP_035159313.1
OG0002979	WP_015198606.1	WP_035159319.1
OG0002980	WP_015196475.1	WP_035159334.1
OG0002981	WP_015198633.1	WP_035159342.1
OG0002982	WP_015195895.1	WP_035159350.1
OG0002983	WP_015196671.1	WP_035159352.1
OG0002984	WP_015197522.1	WP_035159371.1
OG0002985	WP_041739976.1	WP_035159372.1
OG0002986	WP_015197529.1	WP_035159374.1
OG0002987	WP_015199364.1	WP_035159387.1
OG0002988	WP_015200897.1	WP_035159394.1
OG0002989	WP_015201026.1	WP_035159401.1
OG0002990	WP_015201028.1	WP_035159402.1
OG0002992	WP_015200068.1	WP_035159442.1
OG0002993	WP_015198573.1	WP_035159453.1
OG0002994	WP_015197091.1	WP_035159459.1
OG0002995	WP_015199170.1	WP_035159461.1
OG0002996	WP_041739050.1	WP_035159474.1
OG0002997	WP_015199345.1	WP_035159490.1
OG0002998	WP_015198652.1	WP_035159493.1
OG0002999	WP_015199675.1	WP_035159501.1
OG0003000	WP_015197274.1	WP_035159511.1
OG0003001	WP_015197131.1	WP_035159515.1
OG0003002	WP_015196374.1	WP_035159516.1
OG0003003	WP_015199559.1	WP_035159527.1
OG0003004	WP_041739034.1	WP_035159550.1
OG0003005	WP_015197226.1	WP_035159571.1
OG0003006	WP_015197224.1	WP_035159572.1
OG0003007	WP_041739211.1	WP_035159587.1
OG0003008	WP_015200028.1	WP_035159604.1
OG0003009	WP_083866330.1	WP_035159608.1
OG0003010	WP_015200962.1	WP_035159617.1
OG0003011	WP_041739177.1	WP_035159624.1
OG0003012	WP_015200779.1	WP_035159627.1
OG0003013	WP_015200413.1	WP_035159632.1
OG0003014	WP_238993763.1	WP_035159636.1
OG0003015	WP_015199725.1	WP_035159642.1
OG0003016	WP_015201093.1	WP_035159644.1
OG0003017	WP_015200986.1	WP_035159660.1
OG0003018	WP_015198893.1	WP_035159661.1
OG0003019	WP_051036708.1	WP_035159662.1
OG0003020	WP_144050983.1	WP_035159666.1
OG0003021	WP_015196865.1	WP_035159671.1
OG0003022	WP_015199963.1	WP_035159841.1
OG0003023	WP_015198906.1	WP_035159930.1
OG0003024	WP_015198078.1	WP_046814678.1
OG0003025	WP_015196602.1	WP_046814691.1
OG0003027	WP_015197001.1	WP_046814709.1
OG0003028	WP_015198033.1	WP_046814711.1
OG0003029	WP_015199314.1	WP_046814720.1
OG0003030	WP_015198760.1	WP_046814722.1
OG0003031	WP_015196661.1	WP_046814724.1
OG0003032	WP_015200681.1	WP_046814725.1
OG0003034	WP_015200742.1	WP_046814741.1
OG0003035	WP_015197149.1	WP_046814743.1
OG0003036	WP_015199918.1	WP_046814781.1
OG0003037	WP_015200831.1	WP_046814796.1
OG0003038	WP_041739752.1	WP_046814801.1
OG0003039	WP_015199748.1	WP_046814802.1
OG0003040	WP_015196711.1	WP_046814805.1
OG0003041	WP_015200161.1	WP_046814806.1
OG0003042	WP_015198773.1	WP_046814809.1
OG0003043	WP_015201072.1	WP_046814818.1
OG0003044	WP_015196294.1	WP_046814819.1
OG0003045	WP_015200717.1	WP_046814822.1
OG0003046	WP_015198438.1	WP_046814836.1
OG0003047	WP_041739909.1	WP_046814843.1
OG0003048	WP_015201041.1	WP_046814853.1
OG0003049	WP_015197778.1	WP_046814856.1
OG0003050	WP_015196545.1	WP_046814868.1
OG0003051	WP_015196463.1	WP_046814874.1
OG0003052	WP_203225945.1	WP_046814875.1
OG0003053	WP_015199774.1	WP_046814879.1
OG0003054	WP_015201109.1	WP_046814883.1
OG0003055	WP_015201107.1	WP_046814884.1
OG0003056	WP_015200061.1	WP_046814887.1
OG0003057	WP_015199065.1	WP_046814890.1
OG0003058	WP_015200205.1	WP_046814895.1
OG0003059	WP_238993823.1	WP_046814896.1
OG0003060	WP_015196261.1	WP_046814897.1
