Orthogroup	PCC_6303	PCC_7716
OG0000346	WP_015198235.1, WP_015198311.1, WP_015196121.1	WP_224175656.1
OG0000347	WP_015195808.1	WP_224177219.1
OG0000350	WP_015198502.1	WP_224176324.1
OG0000350	WP_015197842.1	WP_223972331.1
OG0000352	WP_015199517.1	WP_223978314.1, WP_223979201.1
OG0000353	WP_015195949.1	WP_223974719.1
OG0000354	WP_015200643.1	WP_224177184.1
OG0000355	WP_015197762.1	WP_223974721.1
OG0000356	WP_015199317.1	WP_224176963.1
OG0000357	WP_041740916.1	WP_223989937.1
OG0000358	WP_015200074.1	WP_223981134.1
OG0000359	WP_051036778.1	WP_223985906.1
OG0000360	WP_015197766.1	WP_224178902.1
OG0000361	WP_015198202.1	WP_255667709.1
OG0000362	WP_015197503.1	WP_224176552.1
OG0000363	WP_015200701.1	WP_223973134.1
OG0000364	WP_015197215.1	WP_223987727.1
OG0000364	WP_015196468.1	WP_223987729.1
OG0000365	WP_015197414.1	WP_224177728.1
OG0000366	WP_015200049.1	WP_223971085.1
OG0000367	WP_015198824.1	WP_223982640.1
OG0000369	WP_015199662.1, WP_015197051.1	WP_223973115.1, WP_224177695.1
OG0000370	WP_015197902.1, WP_015196040.1, WP_015198350.1	WP_224178958.1, WP_224175932.1, WP_224175685.1
OG0000372	WP_015198203.1	WP_224178225.1, WP_224175754.1, WP_224175773.1, WP_224179989.1, WP_224175758.1
OG0000373	WP_015197847.1, WP_015198073.1	WP_224174717.1, WP_223973836.1
OG0000374	WP_015200141.1, WP_238993796.1	WP_224176634.1
OG0000375	WP_015200105.1	WP_224175469.1
OG0000376	WP_015200821.1	WP_223972281.1, WP_224178432.1, WP_223978154.1
OG0000377	WP_144051046.1	WP_224180164.1
OG0000380	WP_015200570.1, WP_203225979.1, WP_015198459.1	WP_224178421.1
OG0000381	WP_015197490.1	WP_224177875.1
OG0000382	WP_015199878.1	WP_223975942.1
OG0000384	WP_015199588.1	WP_223989363.1, WP_223989365.1
OG0000385	WP_015200636.1	WP_223986047.1
OG0000387	WP_015198192.1	WP_224175797.1, WP_223976090.1
OG0000388	WP_015196839.1	WP_223988139.1, WP_224178618.1, WP_224179902.1, WP_224179899.1, WP_224179905.1
OG0000389	WP_015200104.1	WP_223978032.1
OG0000392	WP_015196989.1	WP_224178027.1, WP_224175798.1
OG0000393	WP_015199940.1	WP_224179667.1, WP_224176463.1
OG0000394	WP_015200576.1	WP_223978277.1, WP_223978058.1
OG0000395	WP_015197540.1	WP_223976958.1
OG0000395	WP_015200534.1	WP_224176772.1
OG0000396	WP_041739356.1	WP_224180140.1, WP_223988055.1
OG0000397	WP_041739865.1	WP_223983030.1
OG0000398	WP_015198413.1	WP_223978264.1, WP_224174130.1
OG0000399	WP_144051051.1	WP_224174470.1
OG0000399	WP_015197081.1, WP_041739172.1	WP_224180165.1
OG0000403	WP_015199377.1	WP_223978169.1, WP_223978171.1
OG0000405	WP_015198207.1	WP_224175742.1, WP_224175749.1, WP_224179992.1, WP_224179958.1, WP_224175802.1, WP_224179968.1
OG0000406	WP_015197972.1	WP_224180524.1, WP_224178954.1
OG0000408	WP_015200199.1	WP_224179468.1
OG0000410	WP_015197673.1	WP_223983706.1, WP_224176800.1
OG0000411	WP_015199867.1	WP_223986452.1
OG0000413	WP_015200119.1	WP_223984668.1
OG0000414	WP_015197623.1	WP_224179070.1
OG0000415	WP_015197261.1	WP_026093334.1
OG0000416	WP_015200936.1	WP_224175089.1
OG0000417	WP_015197236.1	WP_224176879.1
OG0000418	WP_015199123.1	WP_223978282.1
OG0000419	WP_015200763.1	WP_223978633.1
OG0000421	WP_015200621.1	WP_224179352.1
OG0000421	WP_015197009.1	WP_224174782.1
OG0000422	WP_015198585.1, WP_015197025.1	WP_223977978.1
OG0000424	WP_015198902.1	WP_224175916.1, WP_224178158.1
OG0000425	WP_015196187.1	WP_223985990.1
OG0000426	WP_015199609.1	WP_224176221.1
OG0000426	WP_015199414.1	WP_224179038.1
OG0000427	WP_015199943.1	WP_224175503.1
OG0000428	WP_015197954.1, WP_083866298.1, WP_015200545.1	WP_224175570.1
OG0000429	WP_015198528.1	WP_224178097.1
OG0000430	WP_015198394.1	WP_223989751.1, WP_223989806.1
OG0000431	WP_015198826.1	WP_223990082.1
OG0000432	WP_015199525.1	WP_224179705.1
OG0000433	WP_015197586.1	WP_223971563.1, WP_223971576.1
OG0000434	WP_015197819.1, WP_015197818.1	WP_224174668.1
OG0000435	WP_015200692.1	WP_224178114.1
OG0000436	WP_015198077.1, WP_015198158.1	WP_223979698.1, WP_224179302.1
OG0000437	WP_015198309.1	WP_224175654.1, WP_224180247.1
OG0000438	WP_015195818.1	WP_224177969.1, WP_224175785.1, WP_224179573.1
OG0000439	WP_015198232.1, WP_015196118.1, WP_015198314.1	WP_224175659.1
OG0000440	WP_015198313.1, WP_015196119.1, WP_015198233.1	WP_224175658.1, WP_224180243.1
OG0000441	WP_015198234.1, WP_015196120.1, WP_015198312.1	WP_224175657.1
OG0000442	WP_015197853.1, WP_015198064.1, WP_015198241.1	WP_224175648.1
OG0000443	WP_015198455.1	WP_223973564.1
OG0000444	WP_041740228.1	WP_224177317.1
OG0000445	WP_015196985.1	WP_223978701.1
OG0000446	WP_238993717.1	WP_223978742.1
OG0000446	WP_015197197.1	WP_223990003.1
OG0000447	WP_015200424.1	WP_223976352.1
OG0000448	WP_041739888.1	WP_127087595.1
OG0000449	WP_015199737.1	WP_223975084.1
OG0000450	WP_015196416.1	WP_223980350.1
OG0000451	WP_015198862.1	WP_224178146.1, WP_224176670.1
OG0000452	WP_015198860.1	WP_224178145.1
OG0000453	WP_015196730.1	WP_223989987.1
OG0000454	WP_015199915.1	WP_223988247.1
OG0000455	WP_015196970.1	WP_223987041.1
OG0000458	WP_015196284.1	WP_223990015.1
OG0000459	WP_015196434.1	WP_223981936.1
OG0000460	WP_015196516.1	WP_223975714.1
OG0000461	WP_015196515.1	WP_224175051.1, WP_224177929.1
OG0000462	WP_015200328.1	WP_224178021.1
OG0000463	WP_015195826.1	WP_223973147.1, WP_224179082.1
OG0000464	WP_015195827.1	WP_127086176.1
OG0000465	WP_015195828.1	WP_224179081.1
OG0000466	WP_015195830.1	WP_127087716.1
OG0000467	WP_015201081.1	WP_224175245.1
OG0000468	WP_015197645.1	WP_223980536.1
OG0000469	WP_015195875.1	WP_223978771.1, WP_224179976.1
OG0000470	WP_015196830.1	WP_224174526.1, WP_224178832.1
OG0000472	WP_015197738.1	WP_223991173.1, WP_223991171.1
OG0000473	WP_015198408.1	WP_224178728.1
OG0000474	WP_015200301.1	WP_224178258.1
OG0000475	WP_015197193.1	WP_223977012.1, WP_224175207.1, WP_224175206.1
OG0000476	WP_255348461.1	WP_224177362.1
OG0000477	WP_238993793.1, WP_015200253.1, WP_015200852.1	WP_224179278.1
OG0000477	WP_015197920.1	WP_224176380.1
OG0000479	WP_041739321.1	WP_224179986.1, WP_224177353.1
OG0000480	WP_015197207.1	WP_223974735.1, WP_223977034.1
OG0000482	WP_015198466.1	WP_223977111.1
OG0000483	WP_041739903.1	WP_073618674.1, WP_223985021.1
OG0000484	WP_015200067.1	WP_223987760.1
OG0000485	WP_015196376.1	WP_223975958.1
OG0000485	WP_015197944.1	WP_224180399.1
OG0000486	WP_015200557.1	WP_223985575.1
OG0000487	WP_015199835.1	WP_223972393.1
OG0000488	WP_015195966.1	WP_223970823.1
OG0000489	WP_015198634.1	WP_224177869.1, WP_223975972.1
OG0000490	WP_015196695.1	WP_224177750.1
OG0000491	WP_015200007.1	WP_224177758.1
OG0000492	WP_015197394.1	WP_223970761.1
OG0000493	WP_041739869.1	WP_224174684.1, WP_224176799.1, WP_224176787.1, WP_224175181.1
OG0000495	WP_015200031.1	WP_224179648.1
OG0000497	WP_015197042.1	WP_224174744.1, WP_223983890.1
OG0000498	WP_041740351.1	WP_224174826.1
OG0000498	WP_015200238.1	WP_224178300.1, WP_224178294.1
OG0000502	WP_015199975.1	WP_224176413.1, WP_224179010.1, WP_223970820.1
OG0000505	WP_238993750.1	WP_224179184.1
OG0000506	WP_015200565.1	WP_224175475.1
OG0000509	WP_015197805.1	WP_224177439.1
OG0000510	WP_015198423.1	WP_224179266.1
OG0000511	WP_015197718.1	WP_223972665.1, WP_224180146.1
OG0000512	WP_015198899.1	WP_224176475.1, WP_224176473.1, WP_224175617.1
OG0000513	WP_015196773.1, WP_015200539.1	WP_224178778.1
OG0000514	WP_041739397.1, WP_015201148.1	WP_224179637.1
OG0000515	WP_015173935.1, WP_015197864.1	WP_224175894.1, WP_224176044.1, WP_224176896.1
OG0000516	WP_015196015.1	WP_224175140.1
OG0000517	WP_015199820.1	WP_224179007.1, WP_224179011.1
OG0000519	WP_015199858.1	WP_223989562.1, WP_223984282.1
OG0000521	WP_015196758.1	WP_223977611.1
OG0000521	WP_015196759.1	WP_223977613.1
OG0000522	WP_158333182.1	WP_224179220.1
OG0000523	WP_015197396.1	WP_223972713.1, WP_224174209.1
OG0000525	WP_015198167.1, WP_015198086.1	WP_224180069.1, WP_224175718.1, WP_224178973.1, WP_224174893.1
OG0000526	WP_015173932.1	WP_223987176.1
OG0000529	WP_015196821.1	WP_223975341.1, WP_223975343.1
OG0000532	WP_015197806.1	WP_223976791.1
OG0000535	WP_015198208.1	WP_224174119.1, WP_224174171.1, WP_224179508.1, WP_223970403.1, WP_224175611.1, WP_224174161.1, WP_223970418.1, WP_224174150.1
OG0000537	WP_015198076.1, WP_015198157.1	WP_223979696.1
OG0000538	WP_015200407.1	WP_224174378.1, WP_224179927.1, WP_223981803.1
OG0000540	WP_015201137.1	WP_224180385.1, WP_224179996.1
OG0000543	WP_015196399.1, WP_015196501.1	WP_223975836.1
OG0000546	WP_015173966.1	WP_224179929.1, WP_224174393.1, WP_224174921.1
OG0000550	WP_015201120.1	WP_223980543.1, WP_224176217.1, WP_224179461.1, WP_224179588.1, WP_224178809.1
OG0000551	WP_015198918.1	WP_224174758.1
OG0000552	WP_015199269.1	WP_224175949.1, WP_224177922.1, WP_224174442.1
OG0000554	WP_015199058.1	WP_019491444.1
OG0000555	WP_015196628.1	WP_073621203.1
OG0000558	WP_015199051.1	WP_223985964.1
OG0000559	WP_015199953.1	WP_223987753.1
OG0000559	WP_015173972.1	WP_019488404.1
OG0000560	WP_015197027.1	WP_223978708.1
OG0000563	WP_015199599.1	WP_223973583.1
OG0000564	WP_051036640.1	WP_224176178.1
OG0000564	WP_015199487.1	WP_224175425.1
OG0000565	WP_015197839.1	WP_224176179.1
OG0000566	WP_015197143.1	WP_223990736.1
OG0000567	WP_015196892.1	WP_223973801.1
OG0000568	WP_015198132.1	WP_224179068.1
OG0000570	WP_015198065.1, WP_015197852.1	WP_223991302.1
OG0000571	WP_015199203.1	WP_223980051.1
OG0000572	WP_015197909.1	WP_224178505.1
OG0000572	WP_015197907.1	WP_224175946.1
OG0000573	WP_015196648.1	WP_224176786.1, WP_224175017.1
OG0000574	WP_051036596.1, WP_015198725.1, WP_158333122.1	WP_224174752.1
OG0000575	WP_015200932.1	WP_223990852.1
OG0000576	WP_015197494.1	WP_223977670.1
OG0000577	WP_015199740.1	WP_224177119.1
OG0000578	WP_015198673.1	WP_223972783.1, WP_224176789.1
OG0000579	WP_015197107.1	WP_223972796.1
OG0000579	WP_015196329.1	WP_223990013.1, WP_223987561.1
OG0000580	WP_144051020.1	WP_223988222.1
OG0000581	WP_015196997.1	WP_224180195.1
OG0000581	WP_144051022.1	WP_224177950.1
OG0000582	WP_015197721.1	WP_224177968.1
OG0000583	WP_015196835.1	WP_073618175.1
OG0000584	WP_015197601.1	WP_223978699.1
OG0000585	WP_015196105.1, WP_015198333.1	WP_224175678.1
OG0000586	WP_238993757.1, WP_015198321.1	WP_224180234.1, WP_224175665.1
OG0000587	WP_015196115.1, WP_015198317.1	WP_224178929.1, WP_224180239.1, WP_224175662.1
OG0000589	WP_015199686.1	WP_223975104.1
OG0000590	WP_041740016.1	WP_019491741.1
OG0000592	WP_015198386.1	WP_224178461.1
OG0000594	WP_015198934.1	WP_223973285.1
OG0000595	WP_015196359.1	WP_223989738.1
OG0000596	WP_015196575.1	WP_223978219.1
OG0000597	WP_015200423.1	WP_224173978.1
OG0000598	WP_015199323.1	WP_223985784.1
OG0000599	WP_015200096.1	WP_223991481.1
OG0000600	WP_015200593.1	WP_255667696.1
OG0000601	WP_041740747.1	WP_223987660.1
OG0000602	WP_015196792.1	WP_224178497.1
OG0000603	WP_015198858.1	WP_127079418.1
OG0000604	WP_015199638.1	WP_223974114.1
OG0000605	WP_015198756.1	WP_224177039.1
OG0000606	WP_015200159.1	WP_224175176.1
OG0000607	WP_015200156.1	WP_224179283.1
OG0000609	WP_041740850.1, WP_041740462.1, WP_015198006.1	WP_223982473.1
OG0000610	WP_015197132.1	WP_223975161.1
OG0000611	WP_015200741.1	WP_224178423.1
OG0000612	WP_144051000.1	WP_223976024.1
OG0000613	WP_015199021.1	WP_224176209.1
OG0000614	WP_015199472.1	WP_224174099.1, WP_223975223.1
OG0000615	WP_015196685.1	WP_224175333.1
OG0000616	WP_015199163.1	WP_224176009.1
OG0000617	WP_015196690.1	WP_223973272.1
OG0000621	WP_015200307.1	WP_224174944.1, WP_223974060.1
OG0000622	WP_015200970.1	WP_223990052.1
OG0000623	WP_015196686.1	WP_223976568.1, WP_224175332.1
OG0000624	WP_015196976.1	WP_223976629.1
OG0000626	WP_015199895.1	WP_223976347.1
OG0000627	WP_015197399.1	WP_223970660.1, WP_223972428.1
OG0000628	WP_015197375.1	WP_224174821.1
OG0000630	WP_015195812.1	WP_223981565.1
OG0000631	WP_015197505.1	WP_127080721.1
OG0000633	WP_015195805.1	WP_224177535.1
OG0000634	WP_015197095.1	WP_223973923.1
OG0000634	WP_015196800.1	WP_223975283.1
OG0000635	WP_015195802.1	WP_224173919.1
OG0000636	WP_015201106.1	WP_223973406.1
OG0000637	WP_015196584.1	WP_019493669.1
OG0000638	WP_015196805.1	WP_127083710.1
OG0000639	WP_015199730.1	WP_224177832.1
OG0000640	WP_015196646.1, WP_015200254.1	WP_223972549.1
OG0000641	WP_015198718.1	WP_223984644.1
OG0000642	WP_041739246.1	WP_224178030.1
OG0000643	WP_015199457.1	WP_223987721.1
OG0000644	WP_015199088.1	WP_223986197.1
OG0000645	WP_041738887.1	WP_223986342.1
OG0000645	WP_015196908.1	WP_224179903.1
OG0000646	WP_015199928.1	WP_223973264.1
OG0000648	WP_015200077.1	WP_223976008.1
OG0000648	WP_015198724.1	WP_223974729.1
OG0000649	WP_015199862.1	WP_223972399.1, WP_223990613.1
OG0000650	WP_015197361.1	WP_223977578.1, WP_223979290.1
OG0000651	WP_015197654.1	WP_223991322.1
OG0000652	WP_015200957.1	WP_019488894.1
OG0000653	WP_015199526.1	WP_224178507.1
OG0000654	WP_015173954.1	WP_224176951.1
OG0000655	WP_015197262.1	WP_224177882.1
OG0000656	WP_015196827.1	WP_223977856.1
OG0000657	WP_015196304.1	WP_223977963.1
OG0000658	WP_015200151.1	WP_223972931.1
OG0000659	WP_015200445.1	WP_224175605.1
OG0000661	WP_015198240.1	WP_224174250.1
OG0000662	WP_015198805.1	WP_224177749.1
OG0000663	WP_015195782.1	WP_223975135.1
OG0000664	WP_015200627.1	WP_224178170.1
OG0000665	WP_015200933.1	WP_224178745.1
OG0000666	WP_085953323.1	WP_223980309.1, WP_223980326.1
OG0000667	WP_015195843.1	WP_224175043.1, WP_224174048.1
OG0000668	WP_015199471.1	WP_224178017.1, WP_223970229.1
OG0000669	WP_015199349.1	WP_223978019.1
OG0000672	WP_015195801.1	WP_224179030.1, WP_223985605.1
OG0000673	WP_015173982.1, WP_015199669.1	WP_224179788.1
OG0000675	WP_015199811.1	WP_223984774.1, WP_224174723.1, WP_224176493.1
OG0000676	WP_015199266.1	WP_224174139.1
OG0000677	WP_015199488.1	WP_224175424.1
OG0000677	WP_015197837.1	WP_223978818.1
OG0000678	WP_015198062.1	WP_224176630.1, WP_224178127.1
OG0000684	WP_015198343.1	WP_224176347.1
OG0000687	WP_015201020.1	WP_224175412.1
OG0000688	WP_015199195.1	WP_224176332.1
OG0000688	WP_015199803.1	WP_224175345.1
OG0000693	WP_015196663.1, WP_015197760.1	WP_223975832.1
OG0000694	WP_015198424.1	WP_223987870.1
OG0000694	WP_015198434.1	WP_224179265.1
OG0000695	WP_015199125.1	WP_224177292.1
OG0000696	WP_015197977.1, WP_015198365.1	WP_224180168.1, WP_224175853.1
OG0000697	WP_015197978.1, WP_015198366.1	WP_224180169.1, WP_224175852.1
OG0000698	WP_015197979.1, WP_015198367.1	WP_224180171.1, WP_224175851.1
OG0000699	WP_015197980.1, WP_015198368.1	WP_224180172.1, WP_224175850.1
OG0000700	WP_015198369.1	WP_224180173.1
OG0000700	WP_015197981.1	WP_224175849.1
OG0000701	WP_015198371.1, WP_015197983.1	WP_224180175.1, WP_224175847.1
OG0000702	WP_015198177.1	WP_224174879.1, WP_127083230.1, WP_224180080.1, WP_224175709.1
OG0000703	WP_015198176.1	WP_224174880.1, WP_224178983.1, WP_224180079.1, WP_224175710.1
OG0000704	WP_015198173.1	WP_224174883.1, WP_224178980.1, WP_224175713.1, WP_096694882.1
OG0000705	WP_015197865.1	WP_224178923.1, WP_224180218.1, WP_224174498.1, WP_224174972.1, WP_224179823.1
OG0000706	WP_015198180.1	WP_224174876.1, WP_224178986.1, WP_224180083.1, WP_224179672.1
OG0000707	WP_015198965.1	WP_224178510.1
OG0000711	WP_015196406.1, WP_015197432.1, WP_015197936.1, WP_015197943.1	WP_224180360.1
OG0000712	WP_015198787.1	WP_224178641.1, WP_223973331.1
OG0000713	WP_015198196.1	WP_224179972.1
OG0000714	WP_015199132.1	WP_223970853.1, WP_223986430.1
OG0000715	WP_015196415.1	WP_224176754.1
OG0000716	WP_015198907.1	WP_224177893.1, WP_224176345.1
OG0000717	WP_015197097.1	WP_224173990.1, WP_223974463.1
OG0000719	WP_015197773.1	WP_223985676.1, WP_223985685.1
OG0000721	WP_015173904.1	WP_224174501.1
OG0000723	WP_238993849.1	WP_223974501.1
OG0000724	WP_015173967.1	WP_224180496.1
OG0000725	WP_158333163.1	WP_224176001.1
OG0000725	WP_238993713.1	WP_224177885.1
OG0000726	WP_015197339.1	WP_224177036.1, WP_224176376.1, WP_223990132.1
OG0000729	WP_015200046.1	WP_223973127.1
OG0000731	WP_015196134.1, WP_015197667.1, WP_015198005.1, WP_015196593.1, WP_015198846.1	WP_224179675.1, WP_223972976.1
OG0000733	WP_015197937.1	WP_223986905.1
OG0000737	WP_015198629.1	WP_223976674.1
OG0000737	WP_015200530.1	WP_224174142.1, WP_223974919.1
OG0000739	WP_015199481.1	WP_224174635.1, WP_224178343.1
OG0000739	WP_051036658.1	WP_224179464.1
OG0000739	WP_203225949.1	WP_223985168.1
OG0000740	WP_015196215.1	WP_223984144.1
OG0000741	WP_041740866.1	WP_224179469.1
OG0000742	WP_015200910.1	WP_223990369.1
OG0000743	WP_015196855.1	WP_223976002.1
OG0000744	WP_015198687.1	WP_224175233.1
OG0000745	WP_015198688.1	WP_224175234.1
OG0000746	WP_015198689.1	WP_224175235.1
OG0000747	WP_015198690.1	WP_224175237.1
OG0000749	WP_015197350.1	WP_224179231.1
OG0000750	WP_015196270.1, WP_015199184.1	WP_223980878.1
OG0000751	WP_015199211.1	WP_223982119.1, WP_223982093.1
OG0000752	WP_238993820.1	WP_127084720.1
OG0000753	WP_015197702.1, WP_015196390.1	WP_223980012.1
OG0000755	WP_015201043.1	WP_224176679.1, WP_223977230.1
OG0000756	WP_015198454.1	WP_224176801.1
OG0000757	WP_015199739.1	WP_224174698.1
OG0000758	WP_015196236.1	WP_224177366.1
OG0000759	WP_015196238.1	WP_224177964.1, WP_223977007.1
OG0000760	WP_015200598.1	WP_224178828.1
OG0000761	WP_015196955.1	WP_224178699.1
OG0000762	WP_015196668.1	WP_223972744.1, WP_224176881.1
OG0000763	WP_015198954.1	WP_224179676.1, WP_223991306.1
OG0000764	WP_015200202.1	WP_224173997.1
OG0000765	WP_015199572.1	WP_223982652.1
OG0000766	WP_015199244.1	WP_224179435.1, WP_224179245.1
OG0000767	WP_083866289.1	WP_224178373.1
OG0000768	WP_015198547.1	WP_223990788.1
OG0000769	WP_015197482.1	WP_224179657.1
OG0000770	WP_015196205.1	WP_223973059.1, WP_223973058.1
OG0000771	WP_015199190.1	WP_223977887.1
OG0000772	WP_015199597.1	WP_223972325.1
OG0000773	WP_015199069.1	WP_223985520.1
OG0000774	WP_015196426.1	WP_224178105.1
OG0000775	WP_015196607.1	WP_224178381.1
OG0000776	WP_015200913.1	WP_224178514.1
OG0000777	WP_015200272.1	WP_223988073.1
OG0000778	WP_144051063.1	WP_223972528.1
OG0000779	WP_015200395.1	WP_223972809.1
OG0000780	WP_015196526.1	WP_224177965.1, WP_224177447.1
OG0000781	WP_015196268.1, WP_015198812.1	WP_224173930.1
OG0000782	WP_015197811.1	WP_223971764.1, WP_223976730.1
OG0000783	WP_015197923.1, WP_015198121.1	WP_224175580.1
OG0000784	WP_015196405.1	WP_224175593.1
OG0000785	WP_015196358.1	WP_224175337.1
OG0000786	WP_015196340.1	WP_224178667.1
OG0000787	WP_015200542.1	WP_224174777.1
OG0000788	WP_015199196.1	WP_223990682.1
OG0000789	WP_015198524.1	WP_223978095.1
OG0000790	WP_015200982.1	WP_224175110.1
OG0000791	WP_015199026.1	WP_223972801.1, WP_223984290.1
OG0000792	WP_015197698.1	WP_223975380.1, WP_224175818.1
OG0000793	WP_015199136.1, WP_015196001.1	WP_223983080.1
OG0000794	WP_015195853.1	WP_224174834.1, WP_224174835.1, WP_224177680.1
OG0000796	WP_015197220.1	WP_224176444.1
OG0000797	WP_015196213.1	WP_019495836.1
OG0000798	WP_015196852.1	WP_223986521.1
OG0000799	WP_015199394.1	WP_224177980.1
OG0000800	WP_238993710.1	WP_224177270.1, WP_224179614.1
OG0000800	WP_015196166.1	WP_223977565.1
OG0000801	WP_015198779.1	WP_223971592.1
OG0000802	WP_015198778.1	WP_223971560.1
OG0000803	WP_015197108.1	WP_224175106.1
OG0000803	WP_015196328.1	WP_224177837.1
OG0000804	WP_015197359.1	WP_224175523.1, WP_224179612.1, WP_223978176.1
OG0000805	WP_015197674.1	WP_223977952.1
OG0000806	WP_015197679.1	WP_223978298.1, WP_224178453.1
OG0000807	WP_015199206.1	WP_224177008.1
OG0000808	WP_015197185.1	WP_224176211.1, WP_223978244.1
OG0000809	WP_015195825.1	WP_223984738.1, WP_223989645.1
OG0000811	WP_015198766.1	WP_224179224.1
OG0000813	WP_015196894.1, WP_015200510.1	WP_223976914.1
OG0000814	WP_015196102.1, WP_015198336.1	WP_224175680.1
OG0000815	WP_015198263.1	WP_224175299.1
OG0000816	WP_238993808.1	WP_224175317.1, WP_224176175.1
OG0000817	WP_015196107.1, WP_015198331.1	WP_224175676.1, WP_224180222.1
OG0000818	WP_015196113.1, WP_015198320.1	WP_224175664.1, WP_224180235.1
OG0000820	WP_015198578.1	WP_223974101.1
OG0000821	WP_041739029.1	WP_224176234.1
OG0000822	WP_015198026.1, WP_015197592.1	WP_224177951.1
OG0000823	WP_015197593.1	WP_224177952.1
OG0000825	WP_015197749.1	WP_224177858.1
OG0000826	WP_015197524.1	WP_223977300.1
OG0000827	WP_015196987.1	WP_223978016.1, WP_223984167.1
OG0000829	WP_015199258.1	WP_224175197.1
OG0000831	WP_015199002.1	WP_223985842.1
OG0000832	WP_015197465.1	WP_224173977.1
OG0000833	WP_015199749.1, WP_015199750.1	WP_224179575.1
OG0000834	WP_015199746.1	WP_223982921.1
OG0000835	WP_015200634.1	WP_223982674.1
OG0000836	WP_015200629.1	WP_224177175.1
OG0000837	WP_015200711.1	WP_224177414.1, WP_224177412.1
OG0000838	WP_015200795.1, WP_015198786.1	WP_224178826.1
OG0000839	WP_203225987.1	WP_224178149.1
OG0000840	WP_015199515.1	WP_224178147.1
OG0000841	WP_015198642.1	WP_019495286.1
OG0000842	WP_015200171.1	WP_223972904.1
OG0000843	WP_015197590.1	WP_255666815.1
OG0000844	WP_015196699.1	WP_223991413.1
OG0000845	WP_015198896.1, WP_015200259.1	WP_224179344.1
