Orthogroup	336-3	NIES-3974
OG0002719	WP_035157696.1	WP_096622830.1
OG0002720	WP_035157702.1	WP_096622834.1
OG0002721	WP_035157707.1	WP_096620744.1
OG0002722	WP_035157709.1	WP_096623780.1
OG0002723	WP_035157712.1	WP_096620609.1
OG0002724	WP_035157715.1	WP_096620610.1
OG0002725	WP_035157735.1	WP_096624073.1
OG0002726	WP_035157745.1	WP_197707070.1
OG0002730	WP_035157766.1	WP_096626461.1
OG0002731	WP_035157771.1	WP_096622650.1
OG0002732	WP_035157778.1	WP_096622671.1
OG0002733	WP_035157781.1	WP_096624919.1
OG0002734	WP_035157790.1	WP_096621215.1
OG0002735	WP_035157796.1	WP_096621213.1
OG0002736	WP_035157799.1	WP_231943109.1
OG0002737	WP_035157802.1	WP_096620807.1
OG0002738	WP_035157807.1	WP_096622817.1
OG0002739	WP_035157810.1	WP_096622818.1
OG0002740	WP_035157817.1	WP_096620538.1
OG0002741	WP_035157820.1	WP_096620539.1
OG0002742	WP_035157823.1	WP_096620540.1
OG0002743	WP_035157825.1	WP_096620541.1
OG0002744	WP_035157829.1	WP_096625888.1
OG0002745	WP_035157831.1	WP_172892800.1
OG0002746	WP_035157833.1	WP_096621539.1
OG0002747	WP_035157840.1	WP_096620013.1
OG0002748	WP_035157844.1	WP_096620011.1
OG0002749	WP_035157847.1	WP_096620009.1
OG0002750	WP_035157853.1	WP_096623671.1
OG0002751	WP_035157855.1	WP_231943420.1
OG0002752	WP_035157859.1	WP_096625691.1
OG0002753	WP_035157870.1	WP_096625414.1
OG0002754	WP_035157875.1	WP_096621684.1
OG0002755	WP_035157893.1	WP_096621906.1
OG0002756	WP_035157897.1	WP_096621904.1
OG0002757	WP_035157900.1	WP_096626085.1
OG0002759	WP_035157908.1	WP_096623531.1
OG0002760	WP_035157911.1	WP_096623529.1
OG0002761	WP_035157912.1	WP_096623527.1
OG0002762	WP_035157914.1	WP_096626345.1
OG0002763	WP_035157916.1	WP_096621818.1
OG0002765	WP_035157930.1	WP_096621901.1
OG0002766	WP_035157932.1	WP_096625894.1
OG0002767	WP_035157935.1	WP_096620595.1
OG0002768	WP_035157945.1	WP_096623804.1
OG0002769	WP_035157948.1	WP_096623806.1
OG0002770	WP_035157949.1	WP_096623808.1
OG0002771	WP_035157952.1	WP_096621546.1
OG0002772	WP_035157954.1	WP_096621548.1
OG0002773	WP_035157957.1	WP_096621549.1
OG0002774	WP_035157961.1	WP_096621550.1
OG0002775	WP_035157964.1	WP_096626055.1
OG0002776	WP_035157969.1	WP_096626211.1
OG0002777	WP_035157970.1	WP_096623901.1
OG0002778	WP_035157971.1	WP_096623903.1
OG0002779	WP_035157976.1	WP_096623020.1
OG0002780	WP_035157978.1	WP_096626295.1
OG0002781	WP_035157980.1	WP_096623024.1
OG0002782	WP_035157981.1	WP_096623026.1
OG0002783	WP_035157983.1	WP_096623028.1
OG0002784	WP_035157985.1	WP_096623030.1
OG0002785	WP_035157987.1	WP_096623032.1
OG0002787	WP_035157995.1	WP_096622976.1
OG0002788	WP_035157999.1	WP_096622972.1
OG0002789	WP_035158001.1	WP_096622968.1
OG0002790	WP_035158009.1	WP_096625220.1
OG0002791	WP_035158011.1	WP_096625222.1
OG0002792	WP_035158013.1	WP_096624527.1
OG0002793	WP_035158017.1	WP_096623649.1
OG0002794	WP_035158019.1	WP_096623653.1
OG0002795	WP_035158021.1	WP_096623655.1
OG0002796	WP_035158022.1	WP_096624410.1
OG0002797	WP_035158025.1	WP_096619839.1
OG0002798	WP_035158027.1	WP_096620083.1
OG0002799	WP_035158028.1	WP_096620810.1
OG0002800	WP_035158031.1	WP_096620117.1
OG0002801	WP_035158033.1	WP_157780618.1
OG0002802	WP_035158034.1	WP_096626597.1
OG0002803	WP_035158038.1	WP_096621191.1, WP_096621281.1
OG0002804	WP_035158041.1	WP_096624237.1
OG0002805	WP_035158042.1	WP_096624811.1
OG0002806	WP_035158044.1	WP_096624809.1
OG0002807	WP_035158048.1	WP_096624807.1
OG0002808	WP_035158050.1	WP_096621411.1
OG0002809	WP_035158061.1	WP_096623635.1
OG0002810	WP_035158063.1	WP_096620332.1
OG0002811	WP_035158065.1	WP_096621515.1
OG0002812	WP_035158066.1	WP_096624041.1
OG0002813	WP_035158067.1	WP_096625400.1
OG0002814	WP_035158069.1	WP_096620218.1
OG0002815	WP_035158071.1	WP_096622519.1
OG0002816	WP_035158072.1	WP_231943205.1
OG0002817	WP_035158074.1	WP_172892749.1
OG0002820	WP_035158081.1	WP_096621869.1
OG0002821	WP_035158082.1	WP_096621868.1
OG0002822	WP_035158086.1	WP_096620134.1
OG0002823	WP_035158087.1	WP_096624574.1
OG0002824	WP_035158088.1	WP_096622422.1
OG0002825	WP_035158089.1	WP_096622423.1
OG0002826	WP_035158090.1	WP_096621382.1
OG0002827	WP_035158091.1	WP_096622043.1
OG0002828	WP_035158092.1	WP_096622046.1
OG0002829	WP_035158093.1	WP_096625481.1
OG0002830	WP_035158094.1	WP_096625483.1
OG0002831	WP_035158097.1	WP_231943101.1
OG0002832	WP_035158099.1	WP_096621011.1
OG0002833	WP_035158101.1	WP_096622611.1
OG0002834	WP_035158103.1	WP_096620480.1, WP_096626229.1
OG0002835	WP_035158112.1	WP_231943180.1
OG0002836	WP_035158113.1	WP_096620122.1
OG0002837	WP_035158114.1	WP_096620121.1
OG0002838	WP_035158115.1	WP_096622238.1
OG0002839	WP_035158120.1	WP_096620629.1
OG0002840	WP_035158122.1	WP_096625599.1
OG0002841	WP_035158123.1	WP_096621493.1
OG0002842	WP_035158125.1	WP_096623999.1
OG0002843	WP_035158130.1	WP_096620343.1
OG0002844	WP_035158132.1	WP_096623952.1
OG0002845	WP_035158134.1	WP_096623870.1
OG0002846	WP_035158139.1	WP_096623244.1
OG0002847	WP_035158143.1	WP_096622399.1
OG0002848	WP_035158144.1	WP_096622397.1
OG0002849	WP_035158145.1	WP_096622396.1
OG0002850	WP_035158153.1	WP_096624312.1
OG0002851	WP_035158154.1	WP_096623587.1
OG0002852	WP_035158156.1	WP_096620067.1
OG0002853	WP_035158158.1	WP_096625886.1
OG0002854	WP_035158159.1	WP_231943215.1
OG0002855	WP_035158162.1	WP_096624063.1
OG0002856	WP_035158163.1	WP_096621921.1
OG0002857	WP_035158166.1	WP_096621999.1
OG0002858	WP_035158173.1	WP_096624626.1
OG0002859	WP_035158178.1	WP_096619937.1
OG0002860	WP_035158179.1	WP_096619939.1
OG0002861	WP_035158180.1	WP_096619941.1
OG0002862	WP_035158181.1	WP_096619943.1
OG0002863	WP_035158182.1	WP_096619945.1
OG0002864	WP_035158183.1	WP_096625651.1
OG0002865	WP_035158184.1	WP_096625645.1
OG0002866	WP_035158186.1	WP_096625228.1
OG0002867	WP_035158187.1	WP_096625226.1
OG0002868	WP_035158188.1	WP_096621289.1
OG0002869	WP_035158189.1	WP_096621982.1
OG0002870	WP_035158190.1	WP_096621981.1
OG0002871	WP_035158192.1	WP_096621509.1
OG0002872	WP_035158194.1	WP_096619981.1
OG0002873	WP_035158196.1	WP_096622779.1
OG0002874	WP_035158197.1	WP_096622258.1
OG0002875	WP_035158198.1	WP_096622259.1
OG0002876	WP_035158199.1	WP_096622260.1
OG0002877	WP_035158200.1	WP_096626508.1
OG0002878	WP_035158203.1	WP_096620330.1
OG0002879	WP_035158205.1	WP_096625005.1
OG0002880	WP_035158207.1	WP_096625246.1
OG0002881	WP_035158209.1	WP_096620472.1
OG0002882	WP_035158214.1	WP_096622617.1
OG0002883	WP_035158219.1	WP_096626469.1
OG0002884	WP_035158236.1	WP_096620172.1
OG0002885	WP_035158252.1	WP_096620378.1
OG0002886	WP_035158253.1	WP_231943118.1
OG0002887	WP_035158261.1	WP_096621486.1
OG0002888	WP_035158278.1	WP_096622631.1
OG0002889	WP_035158279.1	WP_096621809.1
OG0002890	WP_035158281.1	WP_096620249.1
OG0002891	WP_035158283.1	WP_096623930.1
OG0002892	WP_035158311.1	WP_096626548.1, WP_096623018.1, WP_096620308.1
OG0002893	WP_035158323.1	WP_096622569.1
OG0002894	WP_035158351.1	WP_096625408.1
OG0002895	WP_035158355.1	WP_096622262.1
OG0002896	WP_035158370.1	WP_096620877.1
OG0002897	WP_035158372.1	WP_096620876.1
OG0002898	WP_035158403.1	WP_096624091.1
OG0002899	WP_035158405.1	WP_096620825.1
OG0002900	WP_035158406.1	WP_096620797.1
OG0002901	WP_035158408.1	WP_096624692.1
OG0002902	WP_035158411.1	WP_096621096.1
OG0002903	WP_035158417.1	WP_096624254.1
OG0002904	WP_035158419.1	WP_096624047.1
OG0002905	WP_035158421.1	WP_096626042.1
OG0002906	WP_035158445.1	WP_096621538.1
OG0002907	WP_035158446.1	WP_096623198.1
OG0002908	WP_035158447.1	WP_096624943.1
OG0002909	WP_035158451.1	WP_096620509.1
OG0002910	WP_035158459.1	WP_096621703.1
OG0002911	WP_035158461.1	WP_096623838.1
OG0002912	WP_035158475.1	WP_096620569.1
OG0002913	WP_035158486.1	WP_096625230.1
OG0002914	WP_035158493.1	WP_096623202.1
OG0002915	WP_035158504.1	WP_096624911.1
OG0002916	WP_035158506.1	WP_096626157.1
OG0002917	WP_035158511.1	WP_096620710.1
OG0002918	WP_035158514.1	WP_096621185.1
OG0002919	WP_035158516.1	WP_096623266.1
OG0002920	WP_035158525.1	WP_157780712.1
OG0002921	WP_035158540.1	WP_096621350.1
OG0002922	WP_035158542.1	WP_231943067.1
OG0002923	WP_035158548.1	WP_096625550.1
OG0002925	WP_035158561.1	WP_231943465.1
OG0002926	WP_035158567.1	WP_096622115.1
OG0002927	WP_035158570.1	WP_096620685.1
OG0002928	WP_035158601.1	WP_096622199.1
OG0002929	WP_035158604.1	WP_096624205.1
OG0002932	WP_035158849.1	WP_096622268.1
OG0002933	WP_035158873.1	WP_096621135.1
OG0002934	WP_035158882.1	WP_096625325.1
OG0002935	WP_035158885.1	WP_096622956.1
OG0002936	WP_035158900.1	WP_172892833.1
OG0002937	WP_035158903.1	WP_096622294.1
OG0002938	WP_035158907.1	WP_096621436.1
OG0002939	WP_035158925.1	WP_096623818.1
OG0002940	WP_035158933.1	WP_096622290.1
OG0002941	WP_035158936.1	WP_096622025.1
OG0002942	WP_035158944.1	WP_096626199.1
OG0002943	WP_035158945.1	WP_096623272.1
OG0002944	WP_035158952.1	WP_096620467.1
OG0002945	WP_035158954.1	WP_096621642.1
OG0002946	WP_035158969.1	WP_231943167.1
OG0002947	WP_035158975.1	WP_096621457.1
OG0002948	WP_035159045.1	WP_231943174.1
OG0002949	WP_035159048.1	WP_096619987.1
OG0002950	WP_035159059.1	WP_096623521.1
OG0002951	WP_035159098.1	WP_096620907.1
OG0002952	WP_035159102.1	WP_096620187.1
OG0002953	WP_035159115.1	WP_096626483.1
OG0002954	WP_035159121.1	WP_096623501.1
OG0002955	WP_035159123.1	WP_096621571.1
OG0002956	WP_035159128.1	WP_231943348.1
OG0002957	WP_035159129.1	WP_096623742.1
OG0002958	WP_035159136.1	WP_096621544.1
OG0002959	WP_035159138.1	WP_096621543.1
OG0002960	WP_035159152.1	WP_096620593.1
OG0002961	WP_035159154.1	WP_096621101.1
OG0002962	WP_035159159.1	WP_231943066.1
OG0002963	WP_035159163.1	WP_096625835.1
OG0002964	WP_035159196.1	WP_096620806.1
OG0002965	WP_035159198.1	WP_096622009.1
OG0002966	WP_035159199.1	WP_096621137.1
OG0002967	WP_035159207.1	WP_096625274.1
OG0002968	WP_035159217.1	WP_096621286.1
OG0002969	WP_035159223.1	WP_096620547.1
OG0002970	WP_035159224.1	WP_096619947.1
OG0002971	WP_035159226.1	WP_096621177.1
OG0002972	WP_035159227.1	WP_096619931.1
OG0002973	WP_035159233.1	WP_096625777.1
OG0002974	WP_035159238.1	WP_096620984.1
OG0002975	WP_035159252.1	WP_096622571.1
OG0002976	WP_035159262.1	WP_096622739.1
OG0002977	WP_035159263.1	WP_096625061.1
OG0002978	WP_035159313.1	WP_096620255.1
OG0002979	WP_035159319.1	WP_096624336.1
OG0002980	WP_035159334.1	WP_096623975.1
OG0002981	WP_035159342.1	WP_096624404.1
OG0002982	WP_035159350.1	WP_096625773.1
OG0002983	WP_035159352.1	WP_096620923.1
OG0002984	WP_035159371.1	WP_096624779.1
OG0002985	WP_035159372.1	WP_096622171.1
OG0002986	WP_035159374.1	WP_096622331.1
OG0002987	WP_035159387.1	WP_096620749.1
OG0002988	WP_035159394.1	WP_096621337.1
OG0002989	WP_035159401.1	WP_096624854.1
OG0002990	WP_035159402.1	WP_096626496.1
OG0002991	WP_035159423.1	WP_096622568.1
OG0002992	WP_035159442.1	WP_096625681.1
OG0002993	WP_035159453.1	WP_096621324.1
OG0002994	WP_035159459.1	WP_096625333.1
OG0002995	WP_035159461.1	WP_096623605.1
OG0002996	WP_035159474.1	WP_096626061.1
OG0002997	WP_035159490.1	WP_096620081.1
OG0002998	WP_035159493.1	WP_096620796.1
OG0002999	WP_035159501.1	WP_096623824.1
OG0003000	WP_035159511.1	WP_096620499.1
OG0003001	WP_035159515.1	WP_096625361.1
OG0003002	WP_035159516.1	WP_096624511.1
OG0003003	WP_035159527.1	WP_096621606.1
OG0003004	WP_035159550.1	WP_096620651.1
OG0003005	WP_035159571.1	WP_096622828.1
OG0003006	WP_035159572.1	WP_096622832.1
OG0003007	WP_035159587.1	WP_096625446.1
OG0003008	WP_035159604.1	WP_096620383.1
OG0003009	WP_035159608.1	WP_096625751.1
OG0003010	WP_035159617.1	WP_096622480.1
OG0003011	WP_035159624.1	WP_096623094.1
OG0003012	WP_035159627.1	WP_096625392.1
OG0003013	WP_035159632.1	WP_096620217.1
OG0003014	WP_035159636.1	WP_096620939.1
OG0003015	WP_035159642.1	WP_096626575.1
OG0003016	WP_035159644.1	WP_096621010.1
OG0003017	WP_035159660.1	WP_096621949.1
OG0003018	WP_035159661.1	WP_096626564.1
OG0003019	WP_035159662.1	WP_096623260.1
OG0003020	WP_035159666.1	WP_096625258.1
OG0003021	WP_035159671.1	WP_096623639.1
OG0003022	WP_035159841.1	WP_096625007.1
OG0003025	WP_046814691.1	WP_231943122.1
OG0003027	WP_046814709.1	WP_096620556.1
OG0003029	WP_046814720.1	WP_096625541.1
OG0003030	WP_046814722.1	WP_096625944.1
OG0003031	WP_046814724.1	WP_096625874.1
OG0003032	WP_046814725.1	WP_096622508.1
OG0003033	WP_046814734.1	WP_096623414.1
OG0003034	WP_046814741.1	WP_096622677.1
OG0003035	WP_046814743.1	WP_096621575.1
OG0003036	WP_046814781.1	WP_096626603.1
OG0003037	WP_046814796.1	WP_096620729.1
OG0003038	WP_046814801.1	WP_096621132.1
OG0003039	WP_046814802.1	WP_096624396.1
OG0003040	WP_046814805.1	WP_096622371.1
OG0003041	WP_046814806.1	WP_096622226.1
OG0003042	WP_046814809.1	WP_096624446.1
OG0003043	WP_046814818.1	WP_096623517.1
OG0003044	WP_046814819.1	WP_096623725.1
OG0003045	WP_046814822.1	WP_096623156.1
OG0003047	WP_046814843.1	WP_096621179.1
OG0003048	WP_046814853.1	WP_096623798.1
OG0003049	WP_046814856.1	WP_096622511.1
OG0003050	WP_046814868.1	WP_096622884.1
OG0003052	WP_046814875.1	WP_096624845.1
OG0003053	WP_046814879.1	WP_231943222.1
OG0003054	WP_046814883.1	WP_231943413.1
OG0003055	WP_046814884.1	WP_096620655.1
OG0003056	WP_046814887.1	WP_096624869.1
OG0003057	WP_046814890.1	WP_096624314.1
OG0003058	WP_046814895.1	WP_096621476.1
OG0003059	WP_046814896.1	WP_231943092.1
OG0003060	WP_046814897.1	WP_096624235.1
OG0003061	WP_046814898.1	WP_096624209.1
OG0003062	WP_046814900.1	WP_231943289.1
OG0003063	WP_046814901.1	WP_096620148.1
OG0003064	WP_046814902.1	WP_096621270.1
OG0003065	WP_046814903.1	WP_096621381.1
OG0003066	WP_046814905.1	WP_096620334.1
OG0003067	WP_046814917.1	WP_096625583.1
OG0003068	WP_046814926.1	WP_231943224.1
OG0003069	WP_046814949.1	WP_157780729.1
OG0003070	WP_046814968.1	WP_096622842.1
OG0003071	WP_046814975.1	WP_096621159.1
OG0003072	WP_046814995.1	WP_096620713.1
OG0003073	WP_046815057.1	WP_096623236.1
OG0003074	WP_046815068.1	WP_096622518.1
OG0003075	WP_052754339.1	WP_096622896.1
OG0003076	WP_052754349.1	WP_157780702.1
OG0003079	WP_052754376.1	WP_096625210.1
OG0003080	WP_052754394.1	WP_096625173.1
OG0003082	WP_082127326.1, WP_052754450.1	WP_096620213.1
OG0003083	WP_052754453.1	WP_096624765.1
OG0003084	WP_052754454.1	WP_096619919.1
OG0003085	WP_052754479.1	WP_096619991.1
OG0003086	WP_052754489.1	WP_096621491.1
OG0003087	WP_052754509.1	WP_096621753.1
OG0003088	WP_052754510.1	WP_096620863.1
OG0003089	WP_052754517.1	WP_231943144.1
OG0003091	WP_052754536.1	WP_096623633.1
OG0003092	WP_052754538.1	WP_231943107.1
OG0003093	WP_052754541.1	WP_096621948.1
OG0003094	WP_052754552.1	WP_231943316.1
OG0003095	WP_082127225.1	WP_096623746.1
OG0003096	WP_082127233.1	WP_096623162.1
OG0003097	WP_082127238.1	WP_096621367.1
OG0003098	WP_082127251.1	WP_172892795.1
OG0003099	WP_082127253.1	WP_096621274.1
OG0003100	WP_082127259.1	WP_096623483.1
OG0003101	WP_082127270.1	WP_096623118.1
OG0003102	WP_082127271.1	WP_096622293.1
OG0003103	WP_082127315.1	WP_096622328.1
OG0003104	WP_082127316.1	WP_231943161.1
OG0003105	WP_082127317.1	WP_231943411.1
OG0003106	WP_082127319.1	WP_096621454.1
OG0003107	WP_082127322.1	WP_096622634.1
OG0003108	WP_082127329.1	WP_231943105.1
OG0003109	WP_082127330.1	WP_231943145.1
OG0003110	WP_082127332.1	WP_096621312.1
OG0003111	WP_082127334.1	WP_096620665.1
OG0003112	WP_082127335.1	WP_096620667.1
OG0003113	WP_082127339.1	WP_096626139.1
OG0003114	WP_082127340.1	WP_096620739.1
OG0003115	WP_082127343.1	WP_096623623.1
OG0003116	WP_082127350.1	WP_096621074.1
OG0003117	WP_082127357.1	WP_096625825.1
OG0003118	WP_082127358.1	WP_096622374.1
OG0003119	WP_082127359.1	WP_096623304.1
OG0003120	WP_082127360.1	WP_172892758.1
OG0003121	WP_082127361.1	WP_096624085.1
OG0003122	WP_082127362.1	WP_096621468.1
OG0003123	WP_082127364.1	WP_096626153.1
OG0003124	WP_082127365.1	WP_096622082.1
OG0003125	WP_082127366.1	WP_096620751.1
OG0003126	WP_082127370.1	WP_096622222.1
OG0003127	WP_082127373.1	WP_096620432.1
OG0003128	WP_082127376.1	WP_096624525.1
OG0003129	WP_082127380.1	WP_096619857.1
OG0003130	WP_082127388.1	WP_231943072.1
OG0003131	WP_082127392.1	WP_096620596.1
OG0003132	WP_082127393.1	WP_096621547.1
OG0003133	WP_082127394.1	WP_096625214.1
OG0003134	WP_082127399.1	WP_096626402.1
OG0003135	WP_082127408.1	WP_096622624.1
OG0003136	WP_082127426.1	WP_096621349.1
OG0003139	WP_082127447.1	WP_096624531.1
OG0003140	WP_082127453.1	WP_096624458.1
OG0003141	WP_082127461.1	WP_096621937.1
OG0003142	WP_082127468.1	WP_096626045.1
OG0003143	WP_144415979.1	WP_096625767.1
OG0003144	WP_144415984.1	WP_096624638.1
OG0003145	WP_144415986.1	WP_157780607.1
OG0003146	WP_144415987.1	WP_096623042.1
OG0003147	WP_144416032.1	WP_172892821.1
OG0003148	WP_144416038.1	WP_096621585.1
OG0003149	WP_144416042.1	WP_096624386.1
OG0003150	WP_144416058.1	WP_096622729.1
OG0003151	WP_144416070.1	WP_096624485.1
OG0003152	WP_144416094.1	WP_231943425.1
OG0003153	WP_144416109.1	WP_096625946.1
OG0003154	WP_144416110.1	WP_096620666.1
OG0003155	WP_144416113.1	WP_157780787.1
OG0003156	WP_168163404.1	WP_096622316.1
OG0003157	WP_168163417.1	WP_231943114.1
OG0003158	WP_168163427.1	WP_096620603.1
OG0003159	WP_201782632.1	WP_096625605.1
OG0003160	WP_201782633.1	WP_197707066.1
OG0003161	WP_201782645.1	WP_096621742.1
OG0003162	WP_201782646.1	WP_096620137.1
OG0003163	WP_201782647.1	WP_231943166.1
OG0003164	WP_201782650.1	WP_096625406.1
OG0003165	WP_201782651.1	WP_172892771.1
OG0003166	WP_201782652.1	WP_096619835.1
OG0003167	WP_201782653.1	WP_172892766.1, WP_096621282.1
OG0003168	WP_201782664.1	WP_231943235.1
OG0003169	WP_201782665.1	WP_096621058.1
OG0003170	WP_201782667.1	WP_096621263.1
OG0003171	WP_201782671.1	WP_096621371.1
OG0003173	WP_201782686.1	WP_172892786.1
OG0003174	WP_201782689.1	WP_172892804.1
OG0003175	WP_201782706.1	WP_096622510.1
OG0003176	WP_201782709.1	WP_231943537.1
OG0003177	WP_201782711.1	WP_096624211.1
OG0003178	WP_238178337.1	WP_096622654.1
OG0003179	WP_238178340.1	WP_096626475.1
OG0003180	WP_238178352.1	WP_096621649.1
OG0003181	WP_238178356.1	WP_231943398.1
OG0003182	WP_238178366.1	WP_096624696.1
OG0003183	WP_238178372.1	WP_096622670.1
OG0003184	WP_238178377.1	WP_096624865.1
OG0003185	WP_238178378.1	WP_096626167.1
OG0003186	WP_238178380.1	WP_157780824.1
OG0003187	WP_238178382.1	WP_096621267.1
OG0003188	WP_238178392.1	WP_096623533.1
OG0003189	WP_238178394.1	WP_096625218.1
OG0003190	WP_238178395.1	WP_096622045.1
OG0003191	WP_238178400.1	WP_231943208.1
OG0003192	WP_238178406.1	WP_096624734.1
OG0003193	WP_238178409.1	WP_096619829.1
OG0003194	WP_238178412.1	WP_096624262.1
OG0003195	WP_238178422.1	WP_096625442.1, WP_096622385.1
OG0003196	WP_238178429.1	WP_096620694.1
OG0003197	WP_238178430.1	WP_231943260.1
OG0003198	WP_238178436.1	WP_096622628.1
OG0003199	WP_238178444.1	WP_096623410.1
OG0003201	WP_238178496.1	WP_231943096.1
OG0003202	WP_238178501.1	WP_096623876.1
OG0003203	WP_238178502.1	WP_096623154.1
OG0003204	WP_238178507.1	WP_096622096.1
OG0003205	WP_238178514.1	WP_096623477.1
OG0003206	WP_238178516.1	WP_231943074.1
OG0003207	WP_238178521.1	WP_096624471.1
OG0003208	WP_238178523.1	WP_096620728.1
OG0003209	WP_238178525.1	WP_096622321.1
OG0003210	WP_238178526.1	WP_096621255.1
OG0003211	WP_238178528.1	WP_096622858.1
OG0003212	WP_238178534.1	WP_096623772.1
OG0003213	WP_238178539.1	WP_096625593.1
OG0003214	WP_238178541.1	WP_096622241.1
OG0003215	WP_238178543.1	WP_231943512.1
OG0003216	WP_238178544.1	WP_096624967.1
OG0003217	WP_256388815.1	WP_231943133.1
OG0003344	WP_035149042.1	WP_096625960.1
OG0003346	WP_035149054.1	WP_096625938.1
OG0003347	WP_035149068.1	WP_096624670.1
OG0003348	WP_035149074.1	WP_096624720.1
OG0003351	WP_035149224.1	WP_096624097.1
OG0003352	WP_035149226.1	WP_096620384.1
OG0003354	WP_035149362.1	WP_096621445.1
OG0003358	WP_035149539.1	WP_096624509.1
OG0003359	WP_035149601.1	WP_096621325.1
OG0003360	WP_035149630.1	WP_096621365.1
OG0003361	WP_035149643.1	WP_096621301.1
OG0003362	WP_035149672.1	WP_096620564.1
OG0003367	WP_035149874.1	WP_096620897.1
OG0003368	WP_035149875.1	WP_096621595.1
OG0003369	WP_035149892.1	WP_096622636.1
OG0003371	WP_035149996.1	WP_096621414.1
OG0003372	WP_035150022.1	WP_096621291.1
OG0003380	WP_035150295.1	WP_096620138.1
OG0003382	WP_035150458.1	WP_096624590.1
OG0003384	WP_035150607.1	WP_096620207.1
OG0003386	WP_035150708.1	WP_096620582.1
OG0003387	WP_035150726.1	WP_096620380.1
OG0003388	WP_035150733.1	WP_096624454.1
OG0003391	WP_035150792.1	WP_096626239.1
OG0003392	WP_035150809.1	WP_096622253.1
OG0003393	WP_035150906.1	WP_096619806.1
OG0003394	WP_035150928.1	WP_096626259.1
OG0003397	WP_035157580.1	WP_096620102.1, WP_096620103.1
OG0003397	WP_035151060.1	WP_096620110.1
OG0003400	WP_035151143.1	WP_096625906.1
OG0003401	WP_035151147.1	WP_096621319.1
OG0003402	WP_035151208.1	WP_096622460.1
OG0003405	WP_035151221.1	WP_096622466.1
OG0003408	WP_035151307.1	WP_096623977.1
OG0003409	WP_035151347.1	WP_096621063.1
OG0003411	WP_035151437.1	WP_096621956.1
OG0003414	WP_035151551.1	WP_096623122.1
OG0003416	WP_035151625.1	WP_197707057.1
OG0003429	WP_035152313.1	WP_096621170.1
OG0003432	WP_035152494.1	WP_096620388.1
OG0003433	WP_035152596.1	WP_096622300.1
OG0003435	WP_035152633.1	WP_096620286.1
OG0003436	WP_035152639.1	WP_096620289.1
OG0003439	WP_035152874.1	WP_096620307.1
OG0003440	WP_035152886.1	WP_096620576.1, WP_096623138.1
OG0003441	WP_035152897.1	WP_096620266.1
OG0003442	WP_035152905.1	WP_096622619.1
OG0003443	WP_035152917.1	WP_096622791.1
OG0003444	WP_035152919.1	WP_096622789.1
OG0003446	WP_035153176.1	WP_096626121.1
OG0003447	WP_035153195.1	WP_197707027.1
OG0003448	WP_035153205.1	WP_096625725.1
OG0003449	WP_035153224.1	WP_096621344.1
OG0003450	WP_035153343.1	WP_096623611.1
OG0003453	WP_035153487.1	WP_172892777.1
OG0003454	WP_035153517.1	WP_096623040.1
OG0003455	WP_035153547.1	WP_096626556.1
OG0003456	WP_035153638.1	WP_096625270.1
OG0003458	WP_035153662.1	WP_096620185.1
OG0003459	WP_035153685.1	WP_096620403.1
OG0003461	WP_035153710.1	WP_096624785.1
OG0003464	WP_046814773.1, WP_035153768.1	WP_096622233.1
OG0003466	WP_035153793.1	WP_096621841.1
OG0003467	WP_035153807.1	WP_096624933.1
OG0003468	WP_035153809.1	WP_096626235.1
OG0003471	WP_035153875.1	WP_096624674.1
OG0003472	WP_035153908.1	WP_096620261.1
OG0003473	WP_035153925.1	WP_096622587.1
OG0003475	WP_035153972.1	WP_096622600.1
OG0003476	WP_035154003.1	WP_096624171.1
OG0003478	WP_035154027.1	WP_096622608.1
OG0003480	WP_035154102.1	WP_096622639.1
OG0003481	WP_035154109.1	WP_172892803.1
OG0003484	WP_035154189.1	WP_096621314.1
OG0003485	WP_035154191.1	WP_096621313.1
OG0003486	WP_035154230.1	WP_096622003.1
OG0003488	WP_035154262.1	WP_096623394.1
OG0003489	WP_035154273.1	WP_096620911.1
OG0003491	WP_035154328.1	WP_096620188.1
OG0003493	WP_035154395.1	WP_096621393.1
OG0003495	WP_035154494.1	WP_172892779.1
OG0003496	WP_035154525.1	WP_096622683.1
OG0003497	WP_035154534.1	WP_231943129.1
OG0003498	WP_035154567.1	WP_096621072.1
OG0003499	WP_035154590.1	WP_096620731.1
OG0003500	WP_035154618.1	WP_096626398.1
OG0003501	WP_035154621.1	WP_096624879.1
OG0003503	WP_035154710.1	WP_096622235.1
OG0003504	WP_035154739.1, WP_035154722.1	WP_096620104.1
OG0003507	WP_035154769.1	WP_096622056.1
OG0003508	WP_035154772.1	WP_096622570.1
OG0003509	WP_035154838.1	WP_096624475.1
OG0003510	WP_035154845.1	WP_096622669.1
OG0003511	WP_035154898.1	WP_096620052.1
OG0003512	WP_035154908.1	WP_096624378.1
OG0003514	WP_035154925.1	WP_231943131.1
OG0003515	WP_035154956.1	WP_096620548.1
OG0003516	WP_035154973.1	WP_096622232.1
OG0003517	WP_035155056.1	WP_096620961.1
OG0003520	WP_035155135.1	WP_172892772.1
OG0003522	WP_035155290.1	WP_096621521.1
OG0003523	WP_035155335.1	WP_096625837.1
OG0003525	WP_035155363.1	WP_096625208.1
OG0003527	WP_035155381.1	WP_096624352.1
