Orthogroup	336-3	PCC_7716
OG0002212	WP_035155573.1	WP_224176195.1
OG0002213	WP_035155581.1	WP_019495861.1
OG0002214	WP_035155588.1	WP_223978251.1
OG0002215	WP_035155590.1	WP_223971067.1
OG0002216	WP_035155595.1	WP_223971069.1
OG0002217	WP_035155598.1	WP_223971081.1
OG0002218	WP_035155607.1	WP_223987756.1
OG0002219	WP_035155609.1	WP_223987757.1
OG0002220	WP_035155615.1	WP_223970139.1
OG0002221	WP_035155621.1	WP_223975116.1
OG0002222	WP_035155626.1	WP_026093189.1
OG0002223	WP_035155628.1	WP_223989445.1
OG0002224	WP_035155629.1	WP_223986539.1
OG0002225	WP_035155631.1	WP_019491301.1
OG0002226	WP_035155633.1	WP_223986537.1
OG0002227	WP_035155638.1	WP_073619352.1
OG0002228	WP_035155641.1	WP_224177354.1
OG0002229	WP_035155644.1	WP_223977049.1
OG0002230	WP_035155647.1	WP_223977047.1
OG0002231	WP_035155649.1	WP_223977045.1
OG0002232	WP_035155652.1	WP_223977044.1
OG0002233	WP_035155654.1	WP_224177355.1
OG0002234	WP_035155656.1	WP_224177356.1
OG0002235	WP_035155658.1	WP_223977038.1
OG0002236	WP_035155662.1	WP_223977036.1
OG0002237	WP_035155667.1	WP_223977033.1
OG0002238	WP_035155672.1	WP_019493947.1
OG0002239	WP_035155675.1	WP_223977032.1
OG0002240	WP_035155678.1	WP_223977030.1
OG0002241	WP_035155680.1	WP_224177357.1
OG0002242	WP_035155682.1	WP_224177360.1
OG0002243	WP_035155688.1	WP_224179950.1, WP_224175737.1, WP_223978180.1
OG0002244	WP_035155694.1	WP_223976340.1
OG0002245	WP_035155696.1	WP_224177557.1
OG0002246	WP_035155698.1	WP_224177558.1
OG0002247	WP_035155701.1	WP_224177559.1
OG0002248	WP_035155708.1	WP_224175465.1
OG0002249	WP_035155709.1	WP_223973408.1
OG0002250	WP_035155711.1	WP_019489078.1
OG0002251	WP_035155713.1	WP_223972566.1
OG0002252	WP_035155715.1	WP_223975149.1
OG0002253	WP_035155717.1	WP_073623187.1
OG0002254	WP_035155719.1	WP_073623188.1
OG0002255	WP_035155720.1	WP_026093495.1
OG0002256	WP_035155722.1	WP_224176857.1
OG0002257	WP_035155724.1	WP_223979906.1
OG0002258	WP_035155726.1	WP_026093494.1
OG0002259	WP_035155728.1	WP_223979904.1
OG0002260	WP_035155730.1	WP_224176858.1
OG0002261	WP_035155735.1	WP_223987599.1
OG0002262	WP_035155736.1	WP_223987602.1
OG0002263	WP_035155737.1	WP_223987605.1
OG0002264	WP_035155738.1	WP_223987610.1
OG0002265	WP_035155739.1	WP_224177503.1
OG0002266	WP_035155740.1	WP_223977941.1
OG0002267	WP_035155742.1	WP_223976545.1
OG0002268	WP_035155747.1	WP_223976548.1
OG0002269	WP_035155749.1	WP_223970137.1
OG0002270	WP_035155751.1	WP_223970135.1
OG0002271	WP_035155753.1	WP_223970133.1
OG0002272	WP_035155755.1	WP_223970131.1
OG0002273	WP_035155757.1	WP_223970129.1
OG0002274	WP_035155762.1	WP_223971384.1
OG0002275	WP_035155764.1	WP_223987303.1
OG0002276	WP_035155767.1	WP_223987301.1
OG0002277	WP_035155771.1	WP_223981121.1
OG0002278	WP_035155776.1	WP_224175288.1
OG0002279	WP_035155778.1	WP_223973205.1
OG0002280	WP_035155780.1	WP_224175287.1
OG0002281	WP_035155784.1	WP_073621961.1
OG0002282	WP_035155791.1	WP_224178262.1
OG0002283	WP_035155792.1	WP_223975520.1
OG0002284	WP_035155795.1	WP_223975518.1
OG0002285	WP_035155796.1	WP_223975516.1
OG0002286	WP_035155799.1	WP_223975510.1
OG0002287	WP_035155802.1	WP_223975506.1
OG0002288	WP_035155805.1	WP_224179199.1
OG0002289	WP_035155810.1	WP_224177725.1
OG0002290	WP_035155819.1	WP_127080610.1
OG0002291	WP_035155828.1	WP_224175631.1
OG0002292	WP_035155831.1	WP_073623099.1
OG0002293	WP_035155833.1	WP_224175526.1
OG0002294	WP_035155845.1	WP_224177217.1, WP_223976263.1
OG0002295	WP_035155862.1	WP_223981568.1
OG0002296	WP_035155863.1	WP_223981571.1
OG0002297	WP_035155864.1	WP_255666770.1
OG0002298	WP_035155867.1	WP_223981591.1
OG0002299	WP_035155873.1	WP_224177507.1
OG0002300	WP_035155875.1	WP_223976523.1
OG0002301	WP_035155881.1	WP_223990615.1
OG0002302	WP_035155884.1	WP_223973938.1, WP_224177216.1
OG0002303	WP_035155888.1	WP_223971381.1
OG0002304	WP_035155899.1	WP_224175055.1
OG0002305	WP_035155901.1	WP_223971057.1
OG0002306	WP_035155919.1	WP_223976665.1
OG0002307	WP_035155921.1	WP_223985993.1
OG0002308	WP_035155926.1	WP_223985996.1
OG0002309	WP_035155932.1	WP_224176016.1
OG0002310	WP_035155935.1	WP_223976200.1
OG0002311	WP_035155938.1	WP_224177596.1
OG0002312	WP_035155941.1	WP_223989449.1
OG0002313	WP_035155949.1	WP_224174772.1
OG0002314	WP_035155953.1	WP_223972333.1
OG0002315	WP_035155956.1	WP_223971273.1
OG0002316	WP_035155959.1	WP_223971270.1
OG0002317	WP_035155961.1	WP_224177604.1
OG0002318	WP_035155964.1	WP_019493019.1
OG0002319	WP_035155967.1	WP_224178033.1
OG0002320	WP_035155969.1	WP_223975178.1
OG0002321	WP_035155975.1	WP_223975182.1
OG0002322	WP_035155978.1	WP_019492172.1
OG0002323	WP_035155981.1	WP_223975184.1
OG0002324	WP_035155984.1	WP_224176559.1
OG0002325	WP_035155986.1	WP_224176561.1
OG0002326	WP_035155992.1	WP_224176557.1
OG0002327	WP_035155999.1	WP_224176554.1
OG0002328	WP_035156000.1	WP_223977828.1
OG0002329	WP_035156002.1	WP_223977826.1
OG0002330	WP_035156005.1	WP_223977825.1
OG0002331	WP_035156020.1	WP_223977971.1
OG0002332	WP_035156025.1	WP_224176551.1
OG0002333	WP_035156027.1	WP_127080714.1
OG0002334	WP_035156028.1	WP_224176550.1
OG0002335	WP_035156032.1	WP_224176547.1
OG0002336	WP_035156036.1	WP_223976706.1
OG0002337	WP_035156038.1	WP_223971830.1
OG0002338	WP_035156046.1	WP_224178415.1
OG0002339	WP_035156048.1	WP_223978127.1
OG0002340	WP_035156051.1	WP_223978126.1
OG0002341	WP_035156052.1	WP_223978125.1
OG0002342	WP_035156059.1	WP_223975273.1
OG0002343	WP_035156061.1	WP_224177977.1
OG0002344	WP_035156066.1	WP_224177976.1
OG0002345	WP_035156069.1	WP_223975293.1
OG0002346	WP_035156075.1	WP_223975296.1
OG0002347	WP_035156080.1	WP_224176646.1, WP_224177093.1
OG0002348	WP_035156083.1	WP_224176647.1
OG0002349	WP_035156087.1	WP_224176648.1
OG0002350	WP_035156090.1	WP_223977326.1
OG0002351	WP_035156092.1	WP_224176983.1
OG0002352	WP_035156094.1	WP_224176984.1
OG0002353	WP_035156097.1	WP_224176985.1
OG0002354	WP_035156103.1	WP_223983174.1, WP_223972779.1
OG0002355	WP_035156108.1	WP_224177445.1
OG0002356	WP_035156116.1	WP_223976779.1
OG0002357	WP_035156119.1	WP_223977615.1
OG0002358	WP_035156122.1	WP_127080619.1
OG0002359	WP_035156126.1	WP_223977617.1
OG0002360	WP_035156135.1	WP_224177137.1
OG0002361	WP_035156138.1	WP_223980807.1
OG0002362	WP_035156141.1	WP_223980804.1
OG0002363	WP_035156143.1	WP_223980803.1
OG0002364	WP_035156145.1	WP_223975001.1
OG0002365	WP_035156148.1	WP_224178069.1
OG0002366	WP_035156151.1	WP_224178071.1
OG0002367	WP_035156161.1	WP_223986059.1, WP_223989286.1
OG0002368	WP_035156169.1	WP_224174771.1
OG0002369	WP_035156171.1	WP_223973584.1
OG0002370	WP_035156174.1	WP_224179190.1
OG0002371	WP_035156176.1	WP_224176889.1
OG0002372	WP_035156181.1	WP_223990275.1
OG0002373	WP_035156183.1	WP_127086954.1
OG0002374	WP_035156186.1	WP_224176907.1
OG0002375	WP_035156188.1	WP_224179736.1
OG0002376	WP_035156190.1	WP_224176906.1
OG0002377	WP_035156192.1	WP_224176904.1
OG0002378	WP_035156195.1	WP_224176903.1
OG0002379	WP_035156198.1	WP_224176902.1
OG0002380	WP_035156200.1	WP_019494766.1
OG0002381	WP_035156203.1	WP_019494767.1
OG0002382	WP_035156208.1	WP_224176993.1
OG0002383	WP_035156216.1	WP_224177690.1
OG0002384	WP_035156218.1	WP_224176355.1
OG0002385	WP_035156220.1	WP_223975838.1
OG0002386	WP_035156223.1	WP_223975833.1
OG0002387	WP_035156224.1	WP_224178748.1
OG0002388	WP_035156228.1	WP_223990840.1
OG0002389	WP_035156230.1	WP_224178747.1
OG0002390	WP_035156236.1	WP_223976843.1
OG0002391	WP_035156242.1	WP_223972865.1
OG0002392	WP_035156245.1	WP_223972867.1
OG0002393	WP_035156252.1	WP_223986045.1
OG0002394	WP_035156255.1	WP_223972750.1
OG0002395	WP_035156258.1	WP_223987567.1
OG0002396	WP_035156261.1	WP_224175438.1
OG0002397	WP_035156276.1	WP_223972937.1
OG0002398	WP_035156282.1	WP_223979960.1
OG0002399	WP_035156285.1	WP_223987888.1
OG0002400	WP_035156287.1	WP_223985570.1
OG0002401	WP_035156295.1	WP_224175472.1
OG0002402	WP_035156299.1	WP_223977704.1
OG0002403	WP_035156303.1	WP_223978042.1
OG0002404	WP_035156307.1	WP_224177944.1
OG0002405	WP_035156310.1	WP_224179585.1
OG0002406	WP_035156313.1	WP_223989455.1
OG0002407	WP_035156316.1	WP_223989457.1
OG0002408	WP_035156318.1	WP_224177615.1
OG0002409	WP_035156322.1	WP_223989544.1
OG0002410	WP_035156326.1	WP_223989464.1
OG0002411	WP_035156329.1	WP_224177614.1
OG0002412	WP_035156332.1	WP_224176637.1
OG0002413	WP_035156337.1	WP_223976845.1
OG0002414	WP_035156339.1	WP_019492432.1
OG0002415	WP_035156342.1	WP_223974087.1
OG0002416	WP_035156348.1	WP_223974089.1
OG0002417	WP_035156350.1	WP_224178255.1
OG0002418	WP_035156353.1	WP_223974091.1
OG0002419	WP_035156355.1	WP_223974093.1
OG0002420	WP_035156357.1	WP_019492440.1
OG0002421	WP_035156359.1	WP_223974095.1
OG0002422	WP_035156368.1	WP_224177903.1
OG0002423	WP_035156374.1	WP_223975811.1
OG0002424	WP_035156378.1	WP_224177907.1
OG0002425	WP_035156387.1	WP_224175278.1
OG0002426	WP_035156389.1	WP_223973132.1
OG0002427	WP_035156399.1	WP_223987745.1
OG0002428	WP_035156402.1	WP_223982077.1
OG0002429	WP_035156405.1	WP_224177288.1
OG0002430	WP_035156408.1	WP_223974014.1
OG0002431	WP_035156416.1	WP_224173932.1
OG0002432	WP_035156420.1	WP_224173933.1
OG0002433	WP_035156434.1	WP_224179520.1
OG0002434	WP_035156438.1	WP_223989521.1
OG0002435	WP_035156441.1	WP_223989547.1
OG0002436	WP_035156443.1	WP_223989546.1
OG0002437	WP_035156454.1	WP_223989526.1
OG0002438	WP_035156459.1	WP_224177600.1
OG0002439	WP_035156465.1	WP_127081973.1
OG0002440	WP_035156467.1	WP_224179209.1
OG0002441	WP_035156470.1	WP_223986244.1
OG0002442	WP_035156477.1	WP_224179206.1
OG0002443	WP_144416017.1	WP_224176433.1
OG0002444	WP_035156483.1	WP_224179205.1
OG0002445	WP_035156490.1	WP_223973669.1
OG0002446	WP_035156492.1	WP_223973667.1
OG0002447	WP_035156494.1	WP_073622920.1
OG0002448	WP_035156496.1	WP_223983119.1
OG0002449	WP_035156501.1	WP_223983547.1
OG0002450	WP_035156504.1	WP_019491979.1
OG0002451	WP_035156507.1	WP_073620788.1
OG0002452	WP_035156510.1	WP_223983544.1
OG0002453	WP_035156514.1	WP_223983541.1
OG0002454	WP_035156516.1	WP_223983538.1
OG0002455	WP_035156519.1	WP_019491984.1
OG0002456	WP_035156522.1	WP_019491985.1
OG0002457	WP_035156524.1	WP_019491986.1
OG0002458	WP_035156527.1	WP_223983536.1
OG0002459	WP_035156530.1	WP_223983533.1
OG0002460	WP_035156534.1	WP_127084374.1
OG0002461	WP_035156538.1	WP_073620794.1
OG0002462	WP_035156540.1	WP_127084373.1
OG0002463	WP_035156543.1	WP_127084372.1
OG0002464	WP_035156545.1	WP_223983516.1
OG0002465	WP_035156547.1	WP_127084370.1
OG0002466	WP_035156549.1	WP_223983513.1
OG0002467	WP_035156552.1	WP_019491996.1
OG0002468	WP_035156555.1	WP_223983485.1
OG0002469	WP_035156557.1	WP_019491998.1
OG0002470	WP_035156561.1	WP_223983464.1
OG0002471	WP_035156563.1	WP_019492001.1
OG0002472	WP_035156565.1	WP_019492002.1
OG0002473	WP_035156568.1	WP_223983461.1
OG0002474	WP_035156570.1	WP_073620803.1
OG0002475	WP_035156572.1	WP_223983457.1
OG0002476	WP_035156574.1	WP_026093137.1
OG0002477	WP_035156580.1	WP_127084365.1
OG0002478	WP_035156589.1	WP_223987761.1
OG0002479	WP_035156590.1	WP_224179240.1
OG0002480	WP_035156592.1	WP_224179241.1
OG0002481	WP_035156595.1	WP_224179242.1
OG0002482	WP_035156603.1	WP_073618660.1
OG0002483	WP_035156605.1	WP_224178253.1
OG0002484	WP_035156607.1	WP_223974103.1
OG0002485	WP_035156613.1	WP_223974099.1
OG0002486	WP_035156615.1	WP_224178254.1
OG0002487	WP_035156617.1	WP_224175016.1
OG0002488	WP_035156621.1	WP_224179525.1
OG0002489	WP_035156637.1	WP_224178430.1
OG0002490	WP_035156645.1	WP_223976123.1
OG0002491	WP_035156653.1	WP_224177550.1
OG0002492	WP_035156655.1	WP_223976406.1
OG0002493	WP_035156656.1	WP_223976408.1
OG0002494	WP_035156662.1	WP_224179626.1
OG0002495	WP_035156664.1	WP_224174627.1
OG0002496	WP_035156666.1	WP_224174628.1
OG0002497	WP_035156671.1	WP_127084020.1
OG0002498	WP_035156674.1	WP_224177957.1
OG0002499	WP_035156681.1	WP_224177939.1
OG0002500	WP_035156692.1	WP_224177937.1
OG0002501	WP_035156695.1	WP_224177936.1
OG0002502	WP_035156701.1	WP_224177681.1
OG0002503	WP_035156709.1	WP_224177603.1
OG0002504	WP_035156712.1	WP_019493310.1
OG0002505	WP_035156717.1	WP_223973522.1
OG0002506	WP_035156719.1	WP_223973520.1
OG0002507	WP_035156721.1	WP_019488580.1
OG0002508	WP_035156723.1	WP_223973656.1
OG0002509	WP_035156726.1	WP_224178799.1
OG0002510	WP_035156728.1	WP_224178798.1
OG0002511	WP_035156732.1	WP_224177534.1
OG0002512	WP_035156735.1	WP_224177618.1
OG0002513	WP_035156737.1	WP_224177620.1
OG0002514	WP_035156739.1	WP_223989432.1
OG0002515	WP_035156744.1	WP_224179482.1
OG0002516	WP_035156747.1	WP_224177864.1
OG0002517	WP_035156750.1	WP_223990246.1
OG0002518	WP_035156753.1	WP_223990248.1
OG0002519	WP_035156755.1	WP_223990250.1
OG0002520	WP_035156757.1	WP_127083906.1
OG0002521	WP_035156763.1	WP_224175562.1
OG0002522	WP_035156765.1	WP_223978222.1
OG0002523	WP_035156767.1	WP_223972728.1
OG0002524	WP_035156769.1	WP_224175086.1
OG0002525	WP_035156771.1	WP_223972731.1
OG0002526	WP_035156783.1	WP_224178302.1
OG0002527	WP_035156790.1	WP_223973961.1
OG0002528	WP_035156801.1	WP_223986286.1
OG0002529	WP_035156803.1	WP_223989538.1
OG0002530	WP_035156805.1	WP_224175365.1
OG0002531	WP_035156808.1	WP_223989402.1
OG0002532	WP_035156816.1	WP_223973616.1
OG0002533	WP_035156819.1	WP_224178121.1
OG0002534	WP_035156820.1	WP_223972978.1
OG0002535	WP_035156824.1	WP_019490080.1
OG0002536	WP_035156825.1	WP_224175012.1
OG0002537	WP_035156827.1	WP_223990210.1
OG0002538	WP_035156828.1	WP_223977631.1
OG0002539	WP_035156829.1	WP_223977633.1
OG0002540	WP_035156837.1	WP_223972980.1
OG0002541	WP_035156841.1	WP_026092833.1
OG0002542	WP_035156844.1	WP_224177120.1
OG0002543	WP_035156847.1	WP_223980444.1
OG0002544	WP_035156853.1	WP_019493419.1
OG0002545	WP_035156855.1	WP_224177551.1
OG0002546	WP_035156862.1	WP_224175626.1
OG0002547	WP_035156880.1	WP_224178079.1
OG0002548	WP_035156883.1	WP_224178080.1
OG0002549	WP_035156885.1	WP_223974890.1
OG0002550	WP_035156887.1	WP_223976491.1
OG0002551	WP_035156890.1	WP_073616846.1
OG0002552	WP_035156893.1	WP_127078173.1
OG0002553	WP_035156903.1	WP_224175448.1
OG0002554	WP_035156906.1	WP_224177601.1
OG0002555	WP_035156910.1	WP_223989881.1
OG0002556	WP_035156914.1	WP_223978087.1
OG0002557	WP_035156920.1	WP_223989886.1
OG0002558	WP_035156924.1	WP_224176855.1
OG0002559	WP_035156927.1	WP_073623180.1
OG0002560	WP_035156929.1	WP_223989893.1
OG0002561	WP_035156931.1	WP_127085098.1
OG0002562	WP_035156933.1	WP_223989895.1
OG0002563	WP_035156935.1	WP_223989897.1
OG0002564	WP_035156939.1	WP_223981115.1
OG0002565	WP_035156946.1	WP_223986283.1
OG0002566	WP_035156948.1	WP_223989404.1
OG0002567	WP_035156951.1	WP_073620542.1
OG0002568	WP_035156954.1	WP_223989541.1
OG0002569	WP_035156957.1	WP_224177629.1
OG0002570	WP_035156961.1	WP_224177625.1
OG0002571	WP_035156963.1	WP_223989418.1
OG0002572	WP_035156966.1	WP_224178661.1
OG0002573	WP_035156969.1	WP_224178660.1
OG0002574	WP_035156971.1	WP_224178654.1
OG0002575	WP_035156975.1	WP_224179440.1
OG0002576	WP_035156977.1	WP_223985410.1
OG0002577	WP_035156994.1	WP_224176574.1
OG0002578	WP_035157002.1	WP_224178416.1
OG0002579	WP_035157040.1	WP_224174849.1
OG0002580	WP_035157042.1	WP_223977075.1
OG0002581	WP_035157050.1	WP_223971850.1
OG0002582	WP_035157052.1	WP_223971847.1
OG0002583	WP_035157054.1	WP_223976198.1
OG0002584	WP_035157055.1	WP_224177597.1
OG0002585	WP_035157057.1	WP_223976194.1
OG0002586	WP_035157058.1	WP_019493338.1
OG0002587	WP_035157059.1	WP_223976192.1
OG0002588	WP_035157061.1	WP_223974870.1
OG0002589	WP_035157066.1	WP_224176667.1
OG0002590	WP_035157069.1	WP_224177634.1
OG0002591	WP_035157071.1	WP_224177635.1
OG0002592	WP_035157080.1	WP_224174061.1
OG0002593	WP_035157082.1	WP_019490515.1
OG0002594	WP_035157086.1	WP_224179541.1
OG0002595	WP_035157088.1	WP_224178087.1
OG0002596	WP_035157097.1	WP_224178082.1
OG0002597	WP_035157101.1	WP_223974886.1
OG0002598	WP_035157106.1	WP_223971399.1
OG0002599	WP_035157109.1	WP_224177868.1
OG0002600	WP_035157117.1	WP_223989304.1
OG0002601	WP_035157122.1	WP_223989302.1
OG0002602	WP_035157124.1	WP_019493538.1
OG0002603	WP_035157125.1	WP_224174224.1
OG0002604	WP_035157126.1	WP_223970880.1
OG0002605	WP_035157128.1	WP_019490171.1
OG0002606	WP_035157133.1	WP_224178471.1
OG0002607	WP_035157136.1	WP_073620823.1
OG0002608	WP_035157141.1	WP_223973752.1
OG0002609	WP_035157146.1	WP_224175200.1
OG0002610	WP_035157147.1	WP_224173945.1
OG0002611	WP_035157149.1	WP_224180526.1, WP_223981454.1, WP_224180319.1
OG0002612	WP_035157154.1	WP_224175460.1
OG0002613	WP_035157157.1	WP_224177633.1
OG0002614	WP_035157159.1	WP_223989389.1
OG0002615	WP_035157161.1	WP_223989391.1
OG0002616	WP_035157165.1	WP_223989394.1
OG0002617	WP_035157167.1	WP_223976451.1
OG0002618	WP_035157170.1	WP_223989345.1
OG0002619	WP_035157173.1	WP_224176395.1
OG0002620	WP_035157175.1	WP_223990204.1
OG0002621	WP_035157179.1	WP_127086854.1
OG0002622	WP_035157181.1	WP_223990965.1
OG0002623	WP_035157200.1	WP_224178861.1
OG0002624	WP_035157216.1	WP_224175514.1
OG0002625	WP_035157218.1	WP_224176803.1
OG0002626	WP_035157225.1	WP_223973576.1
OG0002627	WP_035157237.1	WP_223983619.1
OG0002628	WP_035157239.1	WP_019491959.1
OG0002629	WP_035157242.1	WP_223985771.1
OG0002630	WP_035157249.1	WP_224174232.1
OG0002631	WP_035157251.1	WP_223970987.1
OG0002632	WP_035157253.1	WP_073615976.1
OG0002633	WP_035157265.1	WP_224175013.1
OG0002634	WP_035157271.1	WP_224179147.1
OG0002635	WP_035157274.1	WP_223986489.1
OG0002636	WP_035157281.1	WP_224177871.1, WP_223979478.1
OG0002637	WP_035157296.1	WP_223973733.1
OG0002638	WP_035157299.1	WP_224178409.1
OG0002639	WP_035157301.1	WP_223973720.1
OG0002640	WP_035157302.1	WP_223973529.1
OG0002641	WP_035157304.1	WP_223973528.1
OG0002642	WP_035157308.1	WP_223976011.1
OG0002643	WP_035157317.1	WP_223976005.1
OG0002644	WP_035157319.1	WP_224176650.1
OG0002645	WP_035157322.1	WP_223971775.1
OG0002646	WP_035157326.1, WP_035159830.1	WP_224176759.1
OG0002647	WP_035157328.1	WP_223985564.1
OG0002648	WP_035157331.1	WP_224179479.1
OG0002649	WP_035157337.1	WP_224179478.1
OG0002650	WP_035157340.1	WP_224179477.1
OG0002651	WP_035157345.1	WP_224177631.1
OG0002652	WP_035157347.1	WP_224176560.1
OG0002653	WP_035157349.1	WP_224177632.1
OG0002654	WP_035157350.1	WP_127077765.1
OG0002655	WP_035157352.1	WP_223978074.1
OG0002656	WP_035157356.1	WP_224177958.1
OG0002657	WP_035157360.1	WP_224179214.1
OG0002658	WP_035157363.1	WP_223986223.1
OG0002659	WP_035157367.1	WP_223972347.1
OG0002660	WP_035157369.1	WP_224174779.1
OG0002661	WP_035157373.1	WP_223985603.1
OG0002662	WP_035157378.1	WP_224174020.1
OG0002663	WP_035157385.1	WP_224177527.1
OG0002664	WP_035157399.1	WP_224178034.1
OG0002665	WP_035157401.1	WP_223975168.1
OG0002666	WP_035157403.1	WP_223975170.1
OG0002667	WP_035157405.1	WP_224179536.1
OG0002668	WP_035157407.1	WP_223975172.1
OG0002669	WP_035157410.1	WP_019492178.1
OG0002670	WP_035157414.1	WP_223975174.1
OG0002671	WP_035157421.1	WP_223987049.1
OG0002672	WP_035157424.1	WP_223987052.1
OG0002673	WP_035157430.1	WP_223987055.1
OG0002674	WP_035157433.1	WP_223987057.1
OG0002675	WP_035157436.1	WP_224175569.1
OG0002676	WP_035157454.1	WP_224179537.1
OG0002677	WP_035157458.1	WP_223986289.1
OG0002678	WP_035157460.1	WP_224179103.1
OG0002679	WP_035157462.1	WP_223986529.1
OG0002680	WP_035157471.1	WP_073623173.1
OG0002681	WP_035157473.1	WP_223977267.1
OG0002682	WP_035157475.1	WP_224174697.1
OG0002683	WP_035157479.1	WP_019489829.1
OG0002684	WP_035157483.1	WP_223973647.1
OG0002685	WP_035157489.1	WP_224174062.1
OG0002686	WP_035157490.1	WP_127084136.1
OG0002687	WP_035157495.1	WP_223975910.1
OG0002688	WP_035157497.1	WP_073622044.1
OG0002689	WP_035157500.1	WP_019493624.1
OG0002690	WP_035157503.1	WP_127083426.1
OG0002691	WP_035157506.1	WP_223975908.1
OG0002692	WP_035157508.1	WP_224177889.1
OG0002693	WP_035157511.1	WP_223975902.1
OG0002694	WP_035157513.1	WP_223975899.1
OG0002695	WP_035157517.1	WP_223979083.1
OG0002696	WP_035157526.1	WP_223978934.1
OG0002697	WP_035157531.1	WP_224177339.1
OG0002698	WP_035157537.1	WP_224176415.1
OG0002699	WP_035157539.1	WP_224176216.1
OG0002700	WP_035157542.1	WP_223979087.1
OG0002701	WP_035157548.1	WP_223973562.1
OG0002702	WP_035157555.1	WP_223976138.1
OG0002703	WP_035157568.1	WP_223970965.1, WP_224175231.1
OG0002704	WP_035157626.1	WP_223973554.1, WP_223972982.1
OG0002705	WP_035157627.1	WP_223970884.1, WP_224175241.1
OG0002706	WP_035157629.1	WP_223976781.1
OG0002707	WP_035157631.1	WP_224177442.1
OG0002708	WP_035157634.1	WP_223976785.1
OG0002709	WP_035157637.1	WP_224176613.1
OG0002710	WP_035157639.1	WP_223990974.1
OG0002711	WP_035157658.1	WP_224178744.1
OG0002712	WP_035157668.1	WP_224176063.1
OG0002713	WP_035157673.1	WP_224176651.1
OG0002714	WP_035157675.1	WP_224177239.1
OG0002715	WP_035157682.1	WP_019493184.1
OG0002716	WP_035157685.1	WP_223982752.1
OG0002717	WP_035157688.1	WP_224177240.1
OG0002718	WP_035157690.1	WP_224177241.1
OG0002719	WP_035157696.1	WP_224178438.1
OG0002720	WP_035157702.1	WP_224178437.1
OG0002721	WP_035157707.1	WP_224178081.1
OG0002722	WP_035157709.1	WP_224177525.1
OG0002723	WP_035157712.1	WP_224177524.1
OG0002724	WP_035157715.1	WP_223976498.1
OG0002725	WP_035157735.1	WP_223985566.1
OG0002726	WP_035157745.1	WP_223978135.1
OG0002727	WP_035157747.1	WP_223970214.1, WP_224178251.1
OG0002728	WP_035157752.1	WP_224174095.1, WP_224178250.1
OG0002729	WP_035157755.1	WP_224174094.1, WP_224178249.1
OG0002730	WP_035157766.1	WP_223980130.1
OG0002731	WP_035157771.1	WP_223975227.1
OG0002732	WP_035157778.1	WP_224177472.1
OG0002733	WP_035157781.1	WP_019490787.1
OG0002734	WP_035157790.1	WP_073620144.1
OG0002735	WP_035157796.1	WP_223985517.1
OG0002736	WP_035157799.1	WP_223985514.1
OG0002737	WP_035157802.1	WP_223972346.1
OG0002738	WP_035157807.1	WP_223978097.1
OG0002739	WP_035157810.1	WP_223978098.1
OG0002740	WP_035157817.1	WP_224176649.1
OG0002741	WP_035157820.1	WP_127082202.1
OG0002742	WP_035157823.1	WP_010998529.1
OG0002743	WP_035157825.1	WP_223977322.1
OG0002744	WP_035157829.1	WP_073622653.1
OG0002745	WP_035157831.1	WP_223976160.1
OG0002746	WP_035157833.1	WP_223986870.1
OG0002747	WP_035157840.1	WP_026093073.1
OG0002748	WP_035157844.1	WP_127081798.1
OG0002749	WP_035157847.1	WP_223981443.1
OG0002750	WP_035157853.1	WP_224174798.1
OG0002751	WP_035157855.1	WP_224176181.1
OG0002752	WP_035157859.1	WP_224176180.1
OG0002753	WP_035157870.1	WP_223990169.1
OG0002754	WP_035157875.1	WP_224176944.1
OG0002755	WP_035157893.1	WP_223975588.1
OG0002756	WP_035157897.1	WP_223975586.1
OG0002757	WP_035157900.1	WP_223975584.1
OG0002758	WP_035157906.1	WP_224177226.1, WP_223976973.1
OG0002759	WP_035157908.1	WP_224177227.1
OG0002760	WP_035157911.1	WP_223981639.1
OG0002761	WP_035157912.1	WP_224179506.1
OG0002762	WP_035157914.1	WP_224177228.1
OG0002763	WP_035157916.1	WP_223970077.1
OG0002764	WP_035157925.1	WP_223973219.1
OG0002765	WP_035157930.1	WP_224176665.1
OG0002766	WP_035157932.1	WP_224178867.1
OG0002767	WP_035157935.1	WP_223991351.1
OG0002768	WP_035157945.1	WP_224176528.1
OG0002769	WP_035157948.1	WP_019495363.1
OG0002770	WP_035157949.1	WP_223977698.1
OG0002771	WP_035157952.1	WP_127080679.1
OG0002772	WP_035157954.1	WP_223977695.1
OG0002773	WP_035157957.1	WP_019495367.1
OG0002774	WP_035157961.1	WP_223977691.1
OG0002775	WP_035157964.1	WP_223977687.1
OG0002776	WP_035157969.1	WP_223982813.1
OG0002777	WP_035157970.1	WP_223970871.1
OG0002778	WP_035157971.1	WP_223973550.1
OG0002779	WP_035157976.1	WP_019490231.1
OG0002780	WP_035157978.1	WP_223970838.1
OG0002781	WP_035157980.1	WP_224174220.1
OG0002782	WP_035157981.1	WP_223970831.1
OG0002783	WP_035157983.1	WP_223973548.1
OG0002784	WP_035157985.1	WP_223970829.1
OG0002785	WP_035157987.1	WP_224174219.1
OG0002786	WP_035157991.1	WP_223983771.1
